Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 4:00:56,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 3:59:11,0.00,0.01,12.00,0.10,0.10,0.22
오후 3:59:12,0.60,0.01,12.00,0.10,0.10,78.12
오후 3:59:13,0.60,0.01,12.00,0.10,0.10,89.23
오후 3:59:14,0.60,0.19,12.00,0.10,0.10,40.73
오후 3:59:15,0.60,0.36,12.00,0.10,0.10,26.05
오후 3:59:16,0.60,0.47,12.00,0.10,0.10,31.79
오후 3:59:17,0.60,0.50,12.00,0.10,0.10,48.14
오후 3:59:18,0.60,0.54,12.00,0.10,0.10,42.10
오후 3:59:19,0.60,0.61,12.00,0.10,0.10,25.95
오후 3:59:20,0.60,0.66,12.00,0.10,0.10,23.69
오후 3:59:21,0.60,0.66,12.00,0.10,0.10,36.99
오후 3:59:22,0.60,0.64,12.00,0.10,0.10,39.00
오후 3:59:23,0.60,0.67,12.00,0.10,0.10,23.52
오후 3:59:24,0.60,0.71,12.00,0.10,0.10,18.18
오후 3:59:25,0.60,0.68,12.00,0.10,0.10,30.27
오후 3:59:26,0.60,0.64,12.00,0.10,0.10,40.06
오후 3:59:27,0.60,0.65,12.00,0.10,0.10,24.63
오후 3:59:28,0.60,0.70,12.00,0.10,0.10,10.97
오후 3:59:29,0.60,0.69,12.00,0.10,0.10,22.46
오후 3:59:30,0.60,0.56,12.00,0.10,0.10,61.73
오후 3:59:31,0.60,0.55,12.00,0.10,0.10,39.01
오후 3:59:32,0.60,0.64,12.00,0.10,0.10,6.83
오후 3:59:33,0.60,0.69,12.00,0.10,0.10,8.67
오후 3:59:34,0.60,0.57,12.00,0.10,0.10,58.59
오후 3:59:35,0.60,0.44,12.00,0.10,0.10,77.17
오후 3:59:36,0.60,0.52,12.00,0.10,0.10,25.73
오후 3:59:37,0.60,0.63,12.00,0.10,0.10,5.69
오후 3:59:38,0.60,0.65,12.00,0.10,0.10,23.10
오후 3:59:39,0.60,0.52,12.00,0.10,0.10,69.67
오후 3:59:40,0.60,0.50,12.00,0.10,0.10,51.60
오후 3:59:41,0.60,0.61,12.00,0.10,0.10,12.73
오후 3:59:42,0.60,0.68,12.00,0.10,0.10,8.87
오후 3:59:43,0.60,0.61,12.00,0.10,0.10,49.43
오후 3:59:44,0.60,0.47,12.00,0.10,0.10,78.87
오후 3:59:45,0.60,0.55,12.00,0.10,0.10,25.51
오후 3:59:46,0.60,0.65,12.00,0.10,0.10,9.37
오후 3:59:47,0.60,0.66,12.00,0.10,0.10,25.45
오후 3:59:48,0.60,0.54,12.00,0.10,0.10,70.80
오후 3:59:49,0.60,0.54,12.00,0.10,0.10,44.41
오후 3:59:50,0.60,0.63,12.00,0.10,0.10,12.06
오후 3:59:51,0.60,0.69,12.00,0.10,0.10,12.38
오후 3:59:52,0.60,0.59,12.00,0.10,0.10,59.05
오후 3:59:53,0.60,0.45,12.00,0.10,0.10,83.28
오후 3:59:54,0.60,0.56,12.00,0.10,0.10,20.21
오후 3:59:55,0.60,0.66,12.00,0.10,0.10,10.29
오후 3:59:56,0.60,0.66,12.00,0.10,0.10,31.45
오후 3:59:57,0.60,0.53,12.00,0.10,0.10,73.57
오후 3:59:58,0.60,0.56,12.00,0.10,0.10,36.63
오후 3:59:59,0.60,0.65,12.00,0.10,0.10,12.27
오후 4:00:00,0.60,0.69,12.00,0.10,0.10,18.51
오후 4:00:01,0.60,0.58,12.00,0.10,0.10,63.28
오후 4:00:02,0.60,0.54,12.00,0.10,0.10,51.37
오후 4:00:03,0.60,0.63,12.00,0.10,0.10,13.67
오후 4:00:04,0.60,0.70,12.00,0.10,0.10,9.11
오후 4:00:05,0.60,0.64,12.00,0.10,0.10,44.29
오후 4:00:06,0.60,0.50,12.00,0.10,0.10,75.83
오후 4:00:07,0.60,0.57,12.00,0.10,0.10,25.46
오후 4:00:08,0.60,0.67,12.00,0.10,0.10,7.51
오후 4:00:09,0.60,0.68,12.00,0.10,0.10,23.89
오후 4:00:10,0.60,0.54,12.00,0.10,0.10,69.24
오후 4:00:11,0.60,0.53,12.00,0.10,0.10,48.43
오후 4:00:12,0.60,0.63,12.00,0.10,0.10,10.89
오후 4:00:13,0.60,0.69,12.00,0.10,0.10,9.51
오후 4:00:14,0.60,0.59,12.00,0.10,0.10,57.96
오후 4:00:15,0.60,0.46,12.00,0.10,0.10,81.62
오후 4:00:16,0.60,0.55,12.00,0.10,0.10,25.27
오후 4:00:17,0.60,0.65,12.00,0.10,0.10,9.41
오후 4:00:18,0.60,0.67,12.00,0.10,0.10,25.15
오후 4:00:19,0.60,0.54,12.00,0.10,0.10,72.19
오후 4:00:20,0.60,0.54,12.00,0.10,0.10,45.17
오후 4:00:21,0.60,0.63,12.00,0.10,0.10,13.87
오후 4:00:22,0.60,0.69,12.00,0.10,0.10,11.96
오후 4:00:23,0.60,0.63,12.00,0.10,0.10,46.17
오후 4:00:24,0.60,0.51,12.00,0.10,0.10,72.42
오후 4:00:25,0.60,0.59,12.00,0.10,0.10,20.47
오후 4:00:26,0.60,0.68,12.00,0.10,0.10,8.40
오후 4:00:27,0.60,0.67,12.00,0.10,0.10,29.14
오후 4:00:28,0.60,0.54,12.00,0.10,0.10,71.19
오후 4:00:29,0.60,0.55,12.00,0.10,0.10,38.75
오후 4:00:30,0.60,0.64,12.00,0.10,0.10,10.81
오후 4:00:31,0.60,0.69,12.00,0.10,0.10,13.93
오후 4:00:32,0.60,0.58,12.00,0.10,0.10,61.87
오후 4:00:33,0.60,0.45,12.00,0.10,0.10,82.44
오후 4:00:34,0.60,0.56,12.00,0.10,0.10,19.63
오후 4:00:35,0.60,0.66,12.00,0.10,0.10,9.39
오후 4:00:36,0.60,0.65,12.00,0.10,0.10,30.63
오후 4:00:37,0.60,0.52,12.00,0.10,0.10,74.40
오후 4:00:38,0.60,0.55,12.00,0.10,0.10,38.69
오후 4:00:39,0.60,0.64,12.00,0.10,0.10,12.37
오후 4:00:40,0.60,0.69,12.00,0.10,0.10,16.60
오후 4:00:41,0.60,0.58,12.00,0.10,0.10,61.19
오후 4:00:42,0.60,0.53,12.00,0.10,0.10,57.11
오후 4:00:43,0.60,0.62,12.00,0.10,0.10,14.67
오후 4:00:44,0.60,0.70,12.00,0.10,0.10,9.18
오후 4:00:45,0.60,0.64,12.00,0.10,0.10,41.23
오후 4:00:46,0.60,0.51,12.00,0.10,0.10,75.23
오후 4:00:47,0.60,0.57,12.00,0.10,0.10,27.38
오후 4:00:48,0.60,0.66,12.00,0.10,0.10,8.38
오후 4:00:49,0.60,0.68,12.00,0.10,0.10,22.92
오후 4:00:50,0.60,0.55,12.00,0.10,0.10,68.19
오후 4:00:51,0.60,0.53,12.00,0.10,0.10,48.98
오후 4:00:52,0.60,0.63,12.00,0.10,0.10,12.24
오후 4:00:53,0.60,0.69,12.00,0.10,0.10,9.11
오후 4:00:54,0.60,0.60,12.00,0.10,0.10,55.92
오후 4:00:55,0.60,0.46,12.00,0.10,0.10,81.53
오후 4:00:56,0.60,0.55,12.00,0.10,0.10,24.83
