Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 4:57:57,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 4:55:00,0.00,0.03,8.00,0.30,0.30,100.00
오후 4:55:01,1.20,0.03,8.00,0.30,0.30,1.54
오후 4:55:02,1.20,0.28,8.00,0.30,0.30,16.61
오후 4:55:03,1.20,0.54,8.00,0.30,0.30,34.25
오후 4:55:04,1.20,0.77,8.00,0.30,0.30,50.31
오후 4:55:05,1.20,0.86,8.00,0.30,0.30,55.11
오후 4:55:06,1.20,0.90,8.00,0.30,0.30,57.57
오후 4:55:07,1.20,0.94,8.00,0.30,0.30,59.50
오후 4:55:08,1.20,0.97,8.00,0.30,0.30,60.66
오후 4:55:09,1.20,0.99,8.00,0.30,0.30,61.31
오후 4:55:10,1.20,1.01,8.00,0.30,0.30,61.74
오후 4:55:11,1.20,1.02,8.00,0.30,0.30,61.90
오후 4:55:12,1.20,1.03,8.00,0.30,0.30,61.72
오후 4:55:13,1.20,1.03,8.00,0.30,0.30,61.42
오후 4:55:14,1.20,1.04,8.00,0.30,0.30,61.21
오후 4:55:15,1.20,1.04,8.00,0.30,0.30,60.61
오후 4:55:16,1.20,1.04,8.00,0.30,0.30,60.17
오후 4:55:17,1.20,1.05,8.00,0.30,0.30,59.67
오후 4:55:18,1.20,1.05,8.00,0.30,0.30,59.07
오후 4:55:19,1.20,1.05,8.00,0.30,0.30,58.55
오후 4:55:20,1.20,1.05,8.00,0.30,0.30,57.91
오후 4:55:21,1.20,1.05,8.00,0.30,0.30,57.34
오후 4:55:22,1.20,1.05,8.00,0.30,0.30,56.79
오후 4:55:23,1.20,1.05,8.00,0.30,0.30,56.29
오후 4:55:24,1.20,1.05,8.00,0.30,0.30,55.53
오후 4:55:25,1.20,1.05,8.00,0.30,0.30,54.92
오후 4:55:26,1.20,1.05,8.00,0.30,0.30,54.35
오후 4:55:27,1.20,1.06,8.00,0.30,0.30,53.80
오후 4:55:28,1.20,1.06,8.00,0.30,0.30,53.16
오후 4:55:29,1.20,1.06,8.00,0.30,0.30,52.52
오후 4:55:30,1.20,1.06,8.00,0.30,0.30,51.85
오후 4:55:31,1.20,1.06,8.00,0.30,0.30,51.34
오후 4:55:32,1.20,1.06,8.00,0.30,0.30,50.60
오후 4:55:33,1.20,1.06,8.00,0.30,0.30,50.08
오후 4:55:34,1.20,1.06,8.00,0.30,0.30,49.41
오후 4:55:35,1.20,1.06,8.00,0.30,0.30,48.79
오후 4:55:36,1.20,1.06,8.00,0.30,0.30,48.28
오후 4:55:37,1.20,1.06,8.00,0.30,0.30,47.62
오후 4:55:38,1.20,1.06,8.00,0.30,0.30,46.98
오후 4:55:39,1.20,1.06,8.00,0.30,0.30,46.43
