Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 6:43:43,1.20,1.16,12.00,0.30,0.30,19.51
오후 6:43:44,1.20,1.16,12.00,0.30,0.30,19.99
오후 6:43:45,1.20,1.16,12.00,0.30,0.30,20.71
오후 6:43:46,1.20,1.17,12.00,0.30,0.30,23.05
오후 6:43:47,1.20,1.18,12.00,0.30,0.30,22.72
오후 6:43:48,1.20,1.16,12.00,0.30,0.30,16.62
오후 6:43:49,1.20,1.16,12.00,0.30,0.30,16.46
오후 6:43:50,1.20,1.18,12.00,0.30,0.30,25.43
오후 6:43:51,1.20,1.20,12.00,0.30,0.30,28.00
오후 6:43:52,1.20,1.17,12.00,0.30,0.30,12.58
오후 6:43:53,1.20,1.15,12.00,0.30,0.30,12.10
오후 6:43:54,1.20,1.20,12.00,0.30,0.30,35.15
오후 6:43:55,1.20,1.26,12.00,0.30,0.30,41.27
오후 6:43:56,1.20,1.17,12.00,0.30,0.30,2.31
오후 6:43:57,1.20,1.13,12.00,0.30,0.30,3.85
오후 6:43:58,1.20,1.22,12.00,0.30,0.30,45.57
오후 6:43:59,1.20,1.31,12.00,0.30,0.30,55.31
오후 6:44:00,1.20,1.21,12.00,0.30,0.30,3.23
오후 6:44:01,1.20,1.14,12.00,0.30,0.30,1.26
오후 6:44:02,1.20,1.21,12.00,0.30,0.30,40.53
오후 6:44:03,1.20,1.30,12.00,0.30,0.30,54.56
오후 6:44:04,1.20,1.21,12.00,0.30,0.30,4.83
오후 6:44:05,1.20,1.14,12.00,0.30,0.30,1.06
오후 6:44:06,1.20,1.21,12.00,0.30,0.30,41.00
오후 6:44:07,1.20,1.30,12.00,0.30,0.30,54.55
오후 6:44:08,1.20,1.21,12.00,0.30,0.30,5.34
오후 6:44:09,1.20,1.14,12.00,0.30,0.30,1.54
오후 6:44:10,1.20,1.21,12.00,0.30,0.30,41.39
오후 6:44:11,1.20,1.30,12.00,0.30,0.30,54.87
오후 6:44:12,1.20,1.21,12.00,0.30,0.30,5.18
오후 6:44:13,1.20,1.14,12.00,0.30,0.30,1.59
오후 6:44:14,1.20,1.21,12.00,0.30,0.30,40.50
오후 6:44:15,1.20,1.30,12.00,0.30,0.30,55.23
오후 6:44:16,1.20,1.21,12.00,0.30,0.30,6.44
오후 6:44:17,1.20,1.13,12.00,0.30,0.30,1.51
오후 6:44:18,1.20,1.21,12.00,0.30,0.30,40.68
오후 6:44:19,1.20,1.30,12.00,0.30,0.30,55.69
오후 6:44:20,1.20,1.20,12.00,0.30,0.30,5.68
오후 6:44:21,1.20,1.13,12.00,0.30,0.30,1.72
오후 6:44:22,1.20,1.21,12.00,0.30,0.30,41.79
오후 6:44:23,1.20,1.29,12.00,0.30,0.30,55.18
오후 6:44:24,1.20,1.20,12.00,0.30,0.30,6.22
오후 6:44:25,1.20,1.13,12.00,0.30,0.30,1.82
오후 6:44:26,1.20,1.21,12.00,0.30,0.30,42.24
오후 6:44:27,1.20,1.30,12.00,0.30,0.30,55.87
오후 6:44:28,1.20,1.20,12.00,0.30,0.30,5.74
오후 6:44:29,1.20,1.13,12.00,0.30,0.30,2.64
오후 6:44:30,1.20,1.21,12.00,0.30,0.30,42.29
오후 6:44:31,1.20,1.29,12.00,0.30,0.30,55.84
오후 6:44:32,1.20,1.20,12.00,0.30,0.30,5.91
오후 6:44:33,1.20,1.13,12.00,0.30,0.30,2.81
오후 6:44:34,1.20,1.21,12.00,0.30,0.30,42.35
오후 6:44:35,1.20,1.29,12.00,0.30,0.30,56.19
오후 6:44:36,1.20,1.20,12.00,0.30,0.30,5.51
오후 6:44:37,1.20,1.13,12.00,0.30,0.30,3.57
오후 6:44:38,1.20,1.20,12.00,0.30,0.30,41.76
오후 6:44:39,1.20,1.29,12.00,0.30,0.30,56.36
오후 6:44:40,1.20,1.20,12.00,0.30,0.30,7.08
오후 6:44:41,1.20,1.13,12.00,0.30,0.30,3.29
오후 6:44:42,1.20,1.20,12.00,0.30,0.30,42.02
오후 6:44:43,1.20,1.29,12.00,0.30,0.30,56.34
오후 6:44:44,1.20,1.20,12.00,0.30,0.30,6.58
오후 6:44:45,1.20,1.13,12.00,0.30,0.30,3.67
오후 6:44:46,1.20,1.20,12.00,0.30,0.30,42.38
오후 6:44:47,1.20,1.29,12.00,0.30,0.30,56.42
오후 6:44:48,1.20,1.20,12.00,0.30,0.30,7.29
