Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 5:56:46,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 5:55:28,0.00,0.03,8.00,0.10,0.10,100.00
오후 5:55:29,0.00,0.04,8.00,0.10,0.10,100.00
오후 5:55:30,0.00,0.03,8.00,0.10,0.10,99.99
오후 5:55:31,1.20,0.03,8.00,0.10,0.10,0.00
오후 5:55:32,1.20,0.25,8.00,0.10,0.10,33.92
오후 5:55:33,1.20,0.52,8.00,0.10,0.10,52.57
오후 5:55:34,1.20,0.69,8.00,0.10,0.10,44.51
오후 5:55:35,1.20,0.79,8.00,0.10,0.10,35.03
오후 5:55:36,1.20,0.87,8.00,0.10,0.10,33.93
오후 5:55:37,1.20,0.93,8.00,0.10,0.10,33.69
오후 5:55:38,1.20,0.98,8.00,0.10,0.10,31.92
오후 5:55:39,1.20,1.02,8.00,0.10,0.10,29.95
오후 5:55:40,1.20,1.04,8.00,0.10,0.10,28.46
오후 5:55:41,1.20,1.07,8.00,0.10,0.10,27.67
오후 5:55:42,1.20,1.08,8.00,0.10,0.10,26.61
오후 5:55:43,1.20,1.09,8.00,0.10,0.10,25.24
오후 5:55:44,1.20,1.10,8.00,0.10,0.10,24.54
오후 5:55:45,1.20,1.11,8.00,0.10,0.10,23.88
오후 5:55:46,1.20,1.12,8.00,0.10,0.10,23.17
오후 5:55:47,1.20,1.13,8.00,0.10,0.10,22.98
오후 5:55:48,1.20,1.14,8.00,0.10,0.10,22.43
오후 5:55:49,1.20,1.14,8.00,0.10,0.10,22.06
오후 5:55:50,1.20,1.15,8.00,0.10,0.10,21.50
오후 5:55:51,1.20,1.15,8.00,0.10,0.10,21.36
오후 5:55:52,1.20,1.16,8.00,0.10,0.10,20.90
오후 5:55:53,1.20,1.16,8.00,0.10,0.10,20.82
오후 5:55:54,1.20,1.17,8.00,0.10,0.10,20.40
오후 5:55:55,1.20,1.17,8.00,0.10,0.10,20.05
오후 5:55:56,1.20,1.17,8.00,0.10,0.10,19.75
오후 5:55:57,1.20,1.17,8.00,0.10,0.10,20.05
오후 5:55:58,1.20,1.18,8.00,0.10,0.10,20.45
오후 5:55:59,1.20,1.18,8.00,0.10,0.10,19.28
오후 5:56:00,1.20,1.18,8.00,0.10,0.10,19.47
오후 5:56:01,1.20,1.18,8.00,0.10,0.10,17.68
오후 5:56:02,1.20,1.17,8.00,0.10,0.10,17.72
오후 5:56:03,1.20,1.18,8.00,0.10,0.10,17.91
오후 5:56:04,1.20,1.19,8.00,0.10,0.10,19.93
오후 5:56:05,1.20,1.19,8.00,0.10,0.10,19.90
오후 5:56:06,1.20,1.19,8.00,0.10,0.10,16.82
오후 5:56:07,1.20,1.17,8.00,0.10,0.10,15.32
오후 5:56:08,1.20,1.18,8.00,0.10,0.10,18.59
오후 5:56:09,1.20,1.20,8.00,0.10,0.10,20.78
오후 5:56:10,1.20,1.20,8.00,0.10,0.10,17.52
오후 5:56:11,1.20,1.18,8.00,0.10,0.10,14.36
오후 5:56:12,1.20,1.18,8.00,0.10,0.10,16.25
오후 5:56:13,1.20,1.20,8.00,0.10,0.10,22.01
오후 5:56:14,1.20,1.22,8.00,0.10,0.10,22.36
오후 5:56:15,1.20,1.18,8.00,0.10,0.10,10.92
오후 5:56:16,1.20,1.16,8.00,0.10,0.10,11.59
오후 5:56:17,1.20,1.25,8.00,0.10,0.10,33.95
오후 5:56:18,1.20,1.33,8.00,0.10,0.10,40.45
오후 5:56:19,1.20,1.21,8.00,0.10,0.10,3.66
오후 5:56:20,1.20,1.14,8.00,0.10,0.10,4.53
오후 5:56:21,1.20,1.23,8.00,0.10,0.10,33.73
오후 5:56:22,1.20,1.31,8.00,0.10,0.10,40.69
오후 5:56:23,1.20,1.22,8.00,0.10,0.10,9.35
오후 5:56:24,1.20,1.14,8.00,0.10,0.10,5.25
오후 5:56:25,1.20,1.22,8.00,0.10,0.10,34.30
오후 5:56:26,1.20,1.31,8.00,0.10,0.10,41.71
오후 5:56:27,1.20,1.21,8.00,0.10,0.10,9.93
오후 5:56:28,1.20,1.14,8.00,0.10,0.10,5.94
오후 5:56:29,1.20,1.22,8.00,0.10,0.10,34.57
오후 5:56:30,1.20,1.30,8.00,0.10,0.10,42.95
오후 5:56:31,1.20,1.21,8.00,0.10,0.10,10.33
오후 5:56:32,1.20,1.14,8.00,0.10,0.10,7.28
오후 5:56:33,1.20,1.21,8.00,0.10,0.10,34.80
오후 5:56:34,1.20,1.30,8.00,0.10,0.10,43.89
오후 5:56:35,1.20,1.20,8.00,0.10,0.10,9.92
오후 5:56:36,1.20,1.13,8.00,0.10,0.10,8.17
오후 5:56:37,1.20,1.21,8.00,0.10,0.10,35.52
오후 5:56:38,1.20,1.30,8.00,0.10,0.10,43.86
오후 5:56:39,1.20,1.20,8.00,0.10,0.10,9.63
오후 5:56:40,1.20,1.13,8.00,0.10,0.10,8.53
오후 5:56:41,1.20,1.21,8.00,0.10,0.10,36.16
오후 5:56:42,1.20,1.30,8.00,0.10,0.10,44.88
오후 5:56:43,1.20,1.20,8.00,0.10,0.10,9.83
오후 5:56:44,1.20,1.13,8.00,0.10,0.10,8.94
오후 5:56:45,1.20,1.21,8.00,0.10,0.10,36.22
오후 5:56:46,1.20,1.29,8.00,0.10,0.10,44.68
