Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 4:48:19,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 4:47:14,0.00,0.03,8.00,0.10,0.10,100.00
오후 4:47:15,0.00,0.03,8.00,0.10,0.10,100.00
오후 4:47:16,1.20,0.03,8.00,0.10,0.10,0.00
오후 4:47:17,1.20,0.28,8.00,0.10,0.10,5.49
오후 4:47:18,1.20,0.54,8.00,0.10,0.10,16.31
오후 4:47:19,1.20,0.81,8.00,0.10,0.10,30.46
오후 4:47:20,1.20,1.00,8.00,0.10,0.10,41.51
오후 4:47:21,1.20,1.01,8.00,0.10,0.10,40.19
오후 4:47:22,1.20,1.01,8.00,0.10,0.10,37.88
오후 4:47:23,1.20,1.02,8.00,0.10,0.10,36.24
오후 4:47:24,1.20,1.04,8.00,0.10,0.10,35.24
오후 4:47:25,1.20,1.05,8.00,0.10,0.10,34.13
오후 4:47:26,1.20,1.07,8.00,0.10,0.10,33.42
오후 4:47:27,1.20,1.08,8.00,0.10,0.10,32.43
오후 4:47:28,1.20,1.08,8.00,0.10,0.10,31.48
오후 4:47:29,1.20,1.09,8.00,0.10,0.10,30.49
오후 4:47:30,1.20,1.10,8.00,0.10,0.10,29.66
오후 4:47:31,1.20,1.10,8.00,0.10,0.10,28.71
오후 4:47:32,1.20,1.11,8.00,0.10,0.10,27.74
오후 4:47:33,1.20,1.11,8.00,0.10,0.10,26.92
오후 4:47:34,1.20,1.12,8.00,0.10,0.10,26.35
오후 4:47:35,1.20,1.12,8.00,0.10,0.10,25.51
오후 4:47:36,1.20,1.13,8.00,0.10,0.10,24.99
오후 4:47:37,1.20,1.13,8.00,0.10,0.10,24.48
오후 4:47:38,1.20,1.14,8.00,0.10,0.10,23.94
오후 4:47:39,1.20,1.14,8.00,0.10,0.10,23.62
오후 4:47:40,1.20,1.15,8.00,0.10,0.10,23.32
오후 4:47:41,1.20,1.15,8.00,0.10,0.10,23.07
오후 4:47:42,1.20,1.16,8.00,0.10,0.10,22.66
오후 4:47:43,1.20,1.16,8.00,0.10,0.10,22.22
오후 4:47:44,1.20,1.16,8.00,0.10,0.10,21.96
오후 4:47:45,1.20,1.16,8.00,0.10,0.10,21.72
오후 4:47:46,1.20,1.17,8.00,0.10,0.10,21.50
오후 4:47:47,1.20,1.17,8.00,0.10,0.10,21.32
오후 4:47:48,1.20,1.17,8.00,0.10,0.10,21.15
오후 4:47:49,1.20,1.18,8.00,0.10,0.10,21.05
오후 4:47:50,1.20,1.18,8.00,0.10,0.10,20.84
오후 4:47:51,1.20,1.18,8.00,0.10,0.10,20.60
오후 4:47:52,1.20,1.18,8.00,0.10,0.10,20.49
오후 4:47:53,1.20,1.18,8.00,0.10,0.10,20.34
오후 4:47:54,1.20,1.18,8.00,0.10,0.10,20.32
오후 4:47:55,1.20,1.19,8.00,0.10,0.10,20.33
오후 4:47:56,1.20,1.19,8.00,0.10,0.10,20.08
오후 4:47:57,1.20,1.19,8.00,0.10,0.10,19.97
오후 4:47:58,1.20,1.19,8.00,0.10,0.10,19.71
오후 4:47:59,1.20,1.19,8.00,0.10,0.10,19.67
오후 4:48:00,1.20,1.19,8.00,0.10,0.10,19.52
오후 4:48:01,1.20,1.19,8.00,0.10,0.10,19.74
오후 4:48:02,1.20,1.19,8.00,0.10,0.10,19.68
오후 4:48:03,1.20,1.19,8.00,0.10,0.10,19.61
오후 4:48:04,1.20,1.19,8.00,0.10,0.10,19.45
오후 4:48:05,1.20,1.19,8.00,0.10,0.10,19.49
오후 4:48:06,1.20,1.19,8.00,0.10,0.10,19.34
오후 4:48:07,1.20,1.19,8.00,0.10,0.10,19.37
오후 4:48:08,1.20,1.19,8.00,0.10,0.10,19.16
오후 4:48:09,1.20,1.19,8.00,0.10,0.10,19.07
오후 4:48:10,1.20,1.19,8.00,0.10,0.10,18.96
오후 4:48:11,1.20,1.19,8.00,0.10,0.10,18.96
오후 4:48:12,1.20,1.19,8.00,0.10,0.10,18.93
오후 4:48:13,1.20,1.20,8.00,0.10,0.10,19.01
오후 4:48:14,1.20,1.20,8.00,0.10,0.10,19.16
오후 4:48:15,1.20,1.20,8.00,0.10,0.10,19.28
오후 4:48:16,1.20,1.20,8.00,0.10,0.10,19.10
오후 4:48:17,1.20,1.20,8.00,0.10,0.10,19.01
오후 4:48:18,1.20,1.20,8.00,0.10,0.10,18.85
오후 4:48:19,1.20,1.20,8.00,0.10,0.10,18.75
