Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 6:05:03,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 6:00:31,0.00,0.03,8.00,0.20,0.20,100.00
오후 6:00:32,1.20,0.19,8.00,0.20,0.20,27.91
오후 6:00:33,1.20,0.43,8.00,0.20,0.20,49.10
오후 6:00:34,1.20,0.62,8.00,0.20,0.20,54.98
오후 6:00:35,1.20,0.74,8.00,0.20,0.20,54.51
오후 6:00:36,1.20,0.83,8.00,0.20,0.20,56.50
오후 6:00:37,1.20,0.90,8.00,0.20,0.20,57.65
오후 6:00:38,1.20,0.95,8.00,0.20,0.20,57.96
오후 6:00:39,1.20,0.98,8.00,0.20,0.20,57.76
오후 6:00:40,1.20,1.01,8.00,0.20,0.20,57.39
오후 6:00:41,1.20,1.03,8.00,0.20,0.20,57.06
오후 6:00:42,1.20,1.04,8.00,0.20,0.20,56.36
오후 6:00:43,1.20,1.05,8.00,0.20,0.20,55.75
오후 6:00:44,1.20,1.06,8.00,0.20,0.20,54.95
오후 6:00:45,1.20,1.06,8.00,0.20,0.20,54.53
오후 6:00:46,1.20,1.06,8.00,0.20,0.20,53.58
오후 6:00:47,1.20,1.07,8.00,0.20,0.20,52.86
오후 6:00:48,1.20,1.07,8.00,0.20,0.20,52.06
오후 6:00:49,1.20,1.07,8.00,0.20,0.20,51.61
오후 6:00:50,1.20,1.07,8.00,0.20,0.20,50.38
오후 6:00:51,1.20,1.07,8.00,0.20,0.20,49.69
오후 6:00:52,1.20,1.07,8.00,0.20,0.20,49.02
오후 6:00:53,1.20,1.08,8.00,0.20,0.20,48.36
오후 6:00:54,1.20,1.08,8.00,0.20,0.20,47.39
오후 6:00:55,1.20,1.08,8.00,0.20,0.20,46.72
오후 6:00:56,1.20,1.08,8.00,0.20,0.20,46.04
오후 6:00:57,1.20,1.08,8.00,0.20,0.20,45.08
오후 6:00:58,1.20,1.08,8.00,0.20,0.20,44.20
