Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 4:54:38,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 4:52:04,0.00,0.03,8.00,0.20,0.20,100.00
오후 4:52:05,1.20,0.03,8.00,0.20,0.20,0.20
오후 4:52:06,1.20,0.03,8.00,0.20,0.20,0.00
오후 4:52:07,1.20,0.31,8.00,0.20,0.20,15.47
오후 4:52:08,1.20,0.61,8.00,0.20,0.20,34.61
오후 4:52:09,1.20,0.86,8.00,0.20,0.20,51.03
오후 4:52:10,1.20,0.92,8.00,0.20,0.20,53.86
오후 4:52:11,1.20,0.95,8.00,0.20,0.20,54.29
오후 4:52:12,1.20,0.97,8.00,0.20,0.20,54.76
오후 4:52:13,1.20,0.99,8.00,0.20,0.20,54.97
오후 4:52:14,1.20,1.01,8.00,0.20,0.20,55.11
오후 4:52:15,1.20,1.02,8.00,0.20,0.20,54.78
오후 4:52:16,1.20,1.03,8.00,0.20,0.20,54.49
오후 4:52:17,1.20,1.04,8.00,0.20,0.20,53.81
오후 4:52:18,1.20,1.05,8.00,0.20,0.20,53.34
오후 4:52:19,1.20,1.05,8.00,0.20,0.20,52.40
오후 4:52:20,1.20,1.05,8.00,0.20,0.20,51.73
오후 4:52:21,1.20,1.05,8.00,0.20,0.20,50.99
오후 4:52:22,1.20,1.05,8.00,0.20,0.20,50.11
오후 4:52:23,1.20,1.06,8.00,0.20,0.20,49.18
오후 4:52:24,1.20,1.06,8.00,0.20,0.20,48.47
오후 4:52:25,1.20,1.06,8.00,0.20,0.20,47.52
오후 4:52:26,1.20,1.06,8.00,0.20,0.20,46.74
오후 4:52:27,1.20,1.06,8.00,0.20,0.20,45.88
오후 4:52:28,1.20,1.06,8.00,0.20,0.20,45.11
오후 4:52:29,1.20,1.06,8.00,0.20,0.20,44.27
오후 4:52:30,1.20,1.06,8.00,0.20,0.20,43.32
오후 4:52:31,1.20,1.07,8.00,0.20,0.20,42.71
오후 4:52:32,1.20,1.07,8.00,0.20,0.20,41.93
오후 4:52:33,1.20,1.07,8.00,0.20,0.20,41.14
오후 4:52:34,1.20,1.07,8.00,0.20,0.20,40.45
오후 4:52:35,1.20,1.07,8.00,0.20,0.20,39.82
오후 4:52:36,1.20,1.08,8.00,0.20,0.20,39.18
오후 4:52:37,1.20,1.08,8.00,0.20,0.20,38.55
오후 4:52:38,1.20,1.08,8.00,0.20,0.20,37.97
오후 4:52:39,1.20,1.08,8.00,0.20,0.20,37.46
오후 4:52:40,1.20,1.09,8.00,0.20,0.20,36.94
오후 4:52:41,1.20,1.09,8.00,0.20,0.20,36.47
오후 4:52:42,1.20,1.09,8.00,0.20,0.20,35.81
오후 4:52:43,1.20,1.09,8.00,0.20,0.20,35.26
오후 4:52:44,1.20,1.10,8.00,0.20,0.20,34.67
오후 4:52:45,1.20,1.10,8.00,0.20,0.20,34.22
오후 4:52:46,1.20,1.10,8.00,0.20,0.20,33.83
오후 4:52:47,1.20,1.10,8.00,0.20,0.20,33.26
오후 4:52:48,1.20,1.10,8.00,0.20,0.20,32.71
오후 4:52:49,1.20,1.11,8.00,0.20,0.20,32.17
