Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 5:06:21,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 5:03:23,0.00,0.03,12.00,0.20,0.20,100.00
오후 5:03:24,1.20,0.23,12.00,0.20,0.20,0.00
오후 5:03:25,1.20,0.45,12.00,0.20,0.20,18.16
오후 5:03:26,1.20,0.67,12.00,0.20,0.20,38.62
오후 5:03:27,1.20,0.87,12.00,0.20,0.20,58.13
오후 5:03:28,1.20,0.92,12.00,0.20,0.20,60.29
오후 5:03:29,1.20,0.94,12.00,0.20,0.20,60.80
오후 5:03:30,1.20,0.97,12.00,0.20,0.20,61.68
오후 5:03:31,1.20,0.99,12.00,0.20,0.20,61.53
오후 5:03:32,1.20,1.01,12.00,0.20,0.20,61.63
오후 5:03:33,1.20,1.02,12.00,0.20,0.20,61.06
오후 5:03:34,1.20,1.03,12.00,0.20,0.20,60.43
오후 5:03:35,1.20,1.03,12.00,0.20,0.20,59.30
오후 5:03:36,1.20,1.04,12.00,0.20,0.20,58.33
오후 5:03:37,1.20,1.04,12.00,0.20,0.20,57.23
오후 5:03:38,1.20,1.04,12.00,0.20,0.20,55.60
오후 5:03:39,1.20,1.04,12.00,0.20,0.20,54.48
오후 5:03:40,1.20,1.04,12.00,0.20,0.20,52.94
오후 5:03:41,1.20,1.05,12.00,0.20,0.20,51.80
오후 5:03:42,1.20,1.05,12.00,0.20,0.20,50.23
오후 5:03:43,1.20,1.05,12.00,0.20,0.20,49.18
오후 5:03:44,1.20,1.05,12.00,0.20,0.20,47.63
오후 5:03:45,1.20,1.05,12.00,0.20,0.20,46.13
오후 5:03:46,1.20,1.05,12.00,0.20,0.20,44.87
오후 5:03:47,1.20,1.05,12.00,0.20,0.20,43.67
오후 5:03:48,1.20,1.06,12.00,0.20,0.20,42.32
오후 5:03:49,1.20,1.05,12.00,0.20,0.20,40.76
오후 5:03:50,1.20,1.06,12.00,0.20,0.20,39.80
오후 5:03:51,1.20,1.06,12.00,0.20,0.20,38.50
오후 5:03:52,1.20,1.06,12.00,0.20,0.20,37.36
오후 5:03:53,1.20,1.06,12.00,0.20,0.20,36.23
오후 5:03:54,1.20,1.07,12.00,0.20,0.20,35.64
오후 5:03:55,1.20,1.07,12.00,0.20,0.20,34.58
오후 5:03:56,1.20,1.08,12.00,0.20,0.20,33.87
오후 5:03:57,1.20,1.08,12.00,0.20,0.20,33.11
오후 5:03:58,1.20,1.08,12.00,0.20,0.20,32.26
오후 5:03:59,1.20,1.09,12.00,0.20,0.20,31.59
오후 5:04:00,1.20,1.09,12.00,0.20,0.20,30.90
오후 5:04:01,1.20,1.09,12.00,0.20,0.20,30.35
