Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 6:35:04,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 6:31:26,0.00,0.03,12.00,0.20,0.20,100.00
오후 6:31:27,1.20,0.03,12.00,0.20,0.20,0.00
오후 6:31:28,1.20,0.26,12.00,0.20,0.20,32.10
오후 6:31:29,1.20,0.53,12.00,0.20,0.20,61.05
오후 6:31:30,1.20,0.71,12.00,0.20,0.20,69.78
오후 6:31:31,1.20,0.80,12.00,0.20,0.20,70.13
오후 6:31:32,1.20,0.88,12.00,0.20,0.20,74.23
오후 6:31:33,1.20,0.93,12.00,0.20,0.20,76.65
오후 6:31:34,1.20,0.97,12.00,0.20,0.20,77.58
오후 6:31:35,1.20,1.00,12.00,0.20,0.20,78.53
오후 6:31:36,1.20,1.02,12.00,0.20,0.20,77.98
오후 6:31:37,1.20,1.04,12.00,0.20,0.20,78.03
오후 6:31:38,1.20,1.05,12.00,0.20,0.20,77.36
오후 6:31:39,1.20,1.06,12.00,0.20,0.20,76.74
오후 6:31:40,1.20,1.06,12.00,0.20,0.20,75.70
오후 6:31:41,1.20,1.07,12.00,0.20,0.20,74.73
오후 6:31:42,1.20,1.07,12.00,0.20,0.20,73.86
오후 6:31:43,1.20,1.07,12.00,0.20,0.20,72.76
오후 6:31:44,1.20,1.07,12.00,0.20,0.20,71.41
오후 6:31:45,1.20,1.07,12.00,0.20,0.20,70.44
오후 6:31:46,1.20,1.08,12.00,0.20,0.20,69.27
오후 6:31:47,1.20,1.08,12.00,0.20,0.20,68.15
오후 6:31:48,1.20,1.07,12.00,0.20,0.20,66.59
오후 6:31:49,1.20,1.08,12.00,0.20,0.20,65.55
오후 6:31:50,1.20,1.08,12.00,0.20,0.20,64.32
오후 6:31:51,1.20,1.08,12.00,0.20,0.20,63.21
오후 6:31:52,1.20,1.08,12.00,0.20,0.20,61.87
오후 6:31:53,1.20,1.08,12.00,0.20,0.20,60.73
오후 6:31:54,1.20,1.08,12.00,0.20,0.20,59.72
오후 6:31:55,1.20,1.08,12.00,0.20,0.20,58.54
오후 6:31:56,1.20,1.08,12.00,0.20,0.20,56.90
오후 6:31:57,1.20,1.08,12.00,0.20,0.20,55.95
오후 6:31:58,1.20,1.08,12.00,0.20,0.20,54.72
오후 6:31:59,1.20,1.08,12.00,0.20,0.20,53.31
오후 6:32:00,1.20,1.08,12.00,0.20,0.20,52.41
오후 6:32:01,1.20,1.08,12.00,0.20,0.20,50.78
오후 6:32:02,1.20,1.08,12.00,0.20,0.20,50.00
오후 6:32:03,1.20,1.08,12.00,0.20,0.20,48.73
오후 6:32:04,1.20,1.08,12.00,0.20,0.20,47.48
오후 6:32:05,1.20,1.08,12.00,0.20,0.20,46.02
오후 6:32:06,1.20,1.08,12.00,0.20,0.20,45.36
오후 6:32:07,1.20,1.08,12.00,0.20,0.20,44.00
오후 6:32:08,1.20,1.08,12.00,0.20,0.20,43.26
오후 6:32:09,1.20,1.08,12.00,0.20,0.20,42.21
오후 6:32:10,1.20,1.08,12.00,0.20,0.20,40.77
오후 6:32:11,1.20,1.09,12.00,0.20,0.20,40.11
