Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 6:38:27,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 6:35:29,0.00,0.03,12.00,0.20,0.20,100.00
오후 6:35:30,1.20,0.12,12.00,0.20,0.20,0.00
오후 6:35:31,1.20,0.38,12.00,0.20,0.20,58.17
오후 6:35:32,1.20,0.62,12.00,0.20,0.20,78.51
오후 6:35:33,1.20,0.75,12.00,0.20,0.20,72.68
오후 6:35:34,1.20,0.83,12.00,0.20,0.20,71.91
오후 6:35:35,1.20,0.90,12.00,0.20,0.20,73.04
오후 6:35:36,1.20,0.94,12.00,0.20,0.20,73.91
오후 6:35:37,1.20,0.98,12.00,0.20,0.20,73.55
오후 6:35:38,1.20,1.01,12.00,0.20,0.20,73.53
오후 6:35:39,1.20,1.02,12.00,0.20,0.20,72.55
오후 6:35:40,1.20,1.03,12.00,0.20,0.20,71.45
오후 6:35:41,1.20,1.04,12.00,0.20,0.20,70.54
오후 6:35:42,1.20,1.05,12.00,0.20,0.20,69.40
오후 6:35:43,1.20,1.06,12.00,0.20,0.20,68.46
오후 6:35:44,1.20,1.06,12.00,0.20,0.20,67.35
오후 6:35:45,1.20,1.06,12.00,0.20,0.20,66.09
오후 6:35:46,1.20,1.06,12.00,0.20,0.20,64.86
오후 6:35:47,1.20,1.06,12.00,0.20,0.20,63.17
오후 6:35:48,1.20,1.07,12.00,0.20,0.20,62.53
오후 6:35:49,1.20,1.07,12.00,0.20,0.20,60.90
오후 6:35:50,1.20,1.07,12.00,0.20,0.20,59.90
오후 6:35:51,1.20,1.07,12.00,0.20,0.20,58.44
오후 6:35:52,1.20,1.07,12.00,0.20,0.20,56.86
오후 6:35:53,1.20,1.07,12.00,0.20,0.20,56.05
오후 6:35:54,1.20,1.07,12.00,0.20,0.20,54.80
오후 6:35:55,1.20,1.07,12.00,0.20,0.20,53.39
오후 6:35:56,1.20,1.07,12.00,0.20,0.20,52.26
오후 6:35:57,1.20,1.07,12.00,0.20,0.20,50.96
오후 6:35:58,1.20,1.07,12.00,0.20,0.20,49.92
오후 6:35:59,1.20,1.07,12.00,0.20,0.20,48.66
오후 6:36:00,1.20,1.07,12.00,0.20,0.20,47.17
오후 6:36:01,1.20,1.07,12.00,0.20,0.20,46.55
오후 6:36:02,1.20,1.07,12.00,0.20,0.20,44.66
오후 6:36:03,1.20,1.07,12.00,0.20,0.20,43.80
오후 6:36:04,1.20,1.08,12.00,0.20,0.20,42.65
오후 6:36:05,1.20,1.08,12.00,0.20,0.20,41.53
오후 6:36:06,1.20,1.08,12.00,0.20,0.20,40.69
오후 6:36:07,1.20,1.08,12.00,0.20,0.20,39.63
오후 6:36:08,1.20,1.08,12.00,0.20,0.20,38.69
오후 6:36:09,1.20,1.08,12.00,0.20,0.20,37.04
오후 6:36:10,1.20,1.08,12.00,0.20,0.20,36.91
오후 6:36:11,1.20,1.09,12.00,0.20,0.20,36.28
오후 6:36:12,1.20,1.09,12.00,0.20,0.20,35.53
오후 6:36:13,1.20,1.09,12.00,0.20,0.20,34.66
오후 6:36:14,1.20,1.10,12.00,0.20,0.20,34.01
오후 6:36:15,1.20,1.10,12.00,0.20,0.20,32.96
오후 6:36:16,1.20,1.10,12.00,0.20,0.20,32.38
오후 6:36:17,1.20,1.10,12.00,0.20,0.20,31.77
오후 6:36:18,1.20,1.11,12.00,0.20,0.20,31.31
오후 6:36:19,1.20,1.11,12.00,0.20,0.20,30.45
오후 6:36:20,1.20,1.11,12.00,0.20,0.20,30.25
오후 6:36:21,1.20,1.11,12.00,0.20,0.20,28.97
오후 6:36:22,1.20,1.12,12.00,0.20,0.20,28.54
오후 6:36:23,1.20,1.12,12.00,0.20,0.20,28.21
오후 6:36:24,1.20,1.12,12.00,0.20,0.20,27.25
오후 6:36:25,1.20,1.12,12.00,0.20,0.20,26.58
오후 6:36:26,1.20,1.13,12.00,0.20,0.20,27.45
오후 6:36:27,1.20,1.13,12.00,0.20,0.20,26.01
오후 6:36:28,1.20,1.13,12.00,0.20,0.20,25.94
오후 6:36:29,1.20,1.13,12.00,0.20,0.20,24.74
오후 6:36:30,1.20,1.13,12.00,0.20,0.20,24.31
