Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 5:29:14,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 5:26:07,0.00,0.03,4.00,0.20,0.20,72.82
오후 5:26:08,0.00,0.03,4.00,0.20,0.20,72.90
오후 5:26:09,0.00,0.03,4.00,0.20,0.20,72.99
오후 5:26:10,1.20,0.03,4.00,0.20,0.20,23.22
오후 5:26:11,1.20,0.14,4.00,0.20,0.20,31.97
오후 5:26:12,1.20,0.41,4.00,0.20,0.20,51.17
오후 5:26:13,1.20,0.60,4.00,0.20,0.20,50.30
오후 5:26:14,1.20,0.72,4.00,0.20,0.20,48.40
오후 5:26:15,1.20,0.81,4.00,0.20,0.20,48.66
오후 5:26:16,1.20,0.88,4.00,0.20,0.20,48.56
오후 5:26:17,1.20,0.93,4.00,0.20,0.20,48.09
오후 5:26:18,1.20,0.97,4.00,0.20,0.20,47.96
오후 5:26:19,1.20,0.99,4.00,0.20,0.20,47.55
오후 5:26:20,1.20,1.01,4.00,0.20,0.20,46.86
오후 5:26:21,1.20,1.02,4.00,0.20,0.20,46.47
오후 5:26:22,1.20,1.03,4.00,0.20,0.20,46.10
오후 5:26:23,1.20,1.04,4.00,0.20,0.20,45.65
오후 5:26:24,1.20,1.05,4.00,0.20,0.20,45.28
오후 5:26:25,1.20,1.05,4.00,0.20,0.20,44.66
오후 5:26:26,1.20,1.06,4.00,0.20,0.20,44.61
오후 5:26:27,1.20,1.06,4.00,0.20,0.20,43.88
오후 5:26:28,1.20,1.06,4.00,0.20,0.20,43.62
오후 5:26:29,1.20,1.06,4.00,0.20,0.20,43.25
오후 5:26:30,1.20,1.06,4.00,0.20,0.20,42.73
오후 5:26:31,1.20,1.07,4.00,0.20,0.20,42.41
오후 5:26:32,1.20,1.07,4.00,0.20,0.20,41.97
오후 5:26:33,1.20,1.07,4.00,0.20,0.20,41.63
오후 5:26:34,1.20,1.07,4.00,0.20,0.20,41.19
오후 5:26:35,1.20,1.07,4.00,0.20,0.20,40.90
오후 5:26:36,1.20,1.07,4.00,0.20,0.20,40.46
오후 5:26:37,1.20,1.07,4.00,0.20,0.20,40.01
오후 5:26:38,1.20,1.07,4.00,0.20,0.20,39.62
오후 5:26:39,1.20,1.08,4.00,0.20,0.20,39.41
오후 5:26:40,1.20,1.08,4.00,0.20,0.20,38.84
오후 5:26:41,1.20,1.08,4.00,0.20,0.20,38.77
오후 5:26:42,1.20,1.08,4.00,0.20,0.20,38.25
오후 5:26:43,1.20,1.08,4.00,0.20,0.20,37.85
오후 5:26:44,1.20,1.08,4.00,0.20,0.20,37.73
오후 5:26:45,1.20,1.08,4.00,0.20,0.20,37.28
오후 5:26:46,1.20,1.09,4.00,0.20,0.20,36.85
오후 5:26:47,1.20,1.09,4.00,0.20,0.20,36.68
오후 5:26:48,1.20,1.09,4.00,0.20,0.20,36.39
오후 5:26:49,1.20,1.09,4.00,0.20,0.20,36.00
오후 5:26:50,1.20,1.09,4.00,0.20,0.20,35.54
오후 5:26:51,1.20,1.09,4.00,0.20,0.20,35.46
오후 5:26:52,1.20,1.09,4.00,0.20,0.20,35.02
오후 5:26:53,1.20,1.10,4.00,0.20,0.20,34.86
오후 5:26:54,1.20,1.10,4.00,0.20,0.20,34.35
오후 5:26:55,1.20,1.10,4.00,0.20,0.20,34.09
오후 5:26:56,1.20,1.10,4.00,0.20,0.20,33.83
오후 5:26:57,1.20,1.10,4.00,0.20,0.20,33.65
오후 5:26:58,1.20,1.10,4.00,0.20,0.20,33.29
오후 5:26:59,1.20,1.10,4.00,0.20,0.20,32.76
오후 5:27:00,1.20,1.10,4.00,0.20,0.20,32.62
오후 5:27:01,1.20,1.10,4.00,0.20,0.20,32.53
오후 5:27:02,1.20,1.10,4.00,0.20,0.20,32.09
오후 5:27:03,1.20,1.10,4.00,0.20,0.20,31.75
오후 5:27:04,1.20,1.11,4.00,0.20,0.20,31.47
오후 5:27:05,1.20,1.11,4.00,0.20,0.20,31.14
오후 5:27:06,1.20,1.11,4.00,0.20,0.20,31.35
오후 5:27:07,1.20,1.11,4.00,0.20,0.20,30.77
오후 5:27:08,1.20,1.11,4.00,0.20,0.20,30.43
오후 5:27:09,1.20,1.11,4.00,0.20,0.20,30.34
오후 5:27:10,1.20,1.11,4.00,0.20,0.20,29.81
오후 5:27:11,1.20,1.11,4.00,0.20,0.20,29.81
오후 5:27:12,1.20,1.11,4.00,0.20,0.20,29.50
오후 5:27:13,1.20,1.12,4.00,0.20,0.20,29.38
오후 5:27:14,1.20,1.12,4.00,0.20,0.20,29.12
오후 5:27:15,1.20,1.12,4.00,0.20,0.20,28.67
오후 5:27:16,1.20,1.12,4.00,0.20,0.20,28.68
오후 5:27:17,1.20,1.12,4.00,0.20,0.20,28.54
오후 5:27:18,1.20,1.12,4.00,0.20,0.20,28.17
오후 5:27:19,1.20,1.12,4.00,0.20,0.20,27.87
오후 5:27:20,1.20,1.12,4.00,0.20,0.20,27.81
오후 5:27:21,1.20,1.13,4.00,0.20,0.20,27.54
오후 5:27:22,1.20,1.13,4.00,0.20,0.20,27.42
오후 5:27:23,1.20,1.13,4.00,0.20,0.20,27.20
오후 5:27:24,1.20,1.13,4.00,0.20,0.20,26.73
오후 5:27:25,1.20,1.13,4.00,0.20,0.20,26.95
