Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 4:07:43,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 4:06:10,0.00,0.01,12.00,0.20,0.20,0.00
오후 4:06:11,0.60,0.01,12.00,0.20,0.20,75.76
오후 4:06:12,0.60,0.01,12.00,0.20,0.20,80.52
오후 4:06:13,0.60,0.18,12.00,0.20,0.20,27.65
오후 4:06:14,0.60,0.36,12.00,0.20,0.20,10.13
오후 4:06:15,0.60,0.43,12.00,0.20,0.20,24.88
오후 4:06:16,0.60,0.34,12.00,0.20,0.20,74.78
오후 4:06:17,0.60,0.37,12.00,0.20,0.20,45.63
오후 4:06:18,0.60,0.50,12.00,0.20,0.20,12.05
오후 4:06:19,0.60,0.58,12.00,0.20,0.20,10.91
오후 4:06:20,0.60,0.49,12.00,0.20,0.20,61.33
오후 4:06:21,0.60,0.37,12.00,0.20,0.20,83.06
오후 4:06:22,0.60,0.48,12.00,0.20,0.20,20.85
오후 4:06:23,0.60,0.60,12.00,0.20,0.20,7.87
오후 4:06:24,0.60,0.61,12.00,0.20,0.20,28.66
오후 4:06:25,0.60,0.48,12.00,0.20,0.20,74.72
오후 4:06:26,0.60,0.50,12.00,0.20,0.20,42.06
오후 4:06:27,0.60,0.60,12.00,0.20,0.20,11.04
오후 4:06:28,0.60,0.66,12.00,0.20,0.20,13.04
오후 4:06:29,0.60,0.56,12.00,0.20,0.20,62.63
오후 4:06:30,0.60,0.43,12.00,0.20,0.20,83.54
오후 4:06:31,0.60,0.53,12.00,0.20,0.20,21.13
오후 4:06:32,0.60,0.64,12.00,0.20,0.20,8.81
오후 4:06:33,0.60,0.64,12.00,0.20,0.20,29.44
오후 4:06:34,0.60,0.51,12.00,0.20,0.20,74.79
오후 4:06:35,0.60,0.53,12.00,0.20,0.20,40.82
오후 4:06:36,0.60,0.63,12.00,0.20,0.20,12.24
오후 4:06:37,0.60,0.68,12.00,0.20,0.20,14.75
오후 4:06:38,0.60,0.58,12.00,0.20,0.20,62.36
오후 4:06:39,0.60,0.48,12.00,0.20,0.20,71.06
오후 4:06:40,0.60,0.59,12.00,0.20,0.20,17.11
오후 4:06:41,0.60,0.67,12.00,0.20,0.20,8.81
오후 4:06:42,0.60,0.65,12.00,0.20,0.20,36.09
오후 4:06:43,0.60,0.52,12.00,0.20,0.20,75.62
오후 4:06:44,0.60,0.55,12.00,0.20,0.20,34.67
오후 4:06:45,0.60,0.65,12.00,0.20,0.20,10.84
오후 4:06:46,0.60,0.68,12.00,0.20,0.20,19.62
오후 4:06:47,0.60,0.56,12.00,0.20,0.20,67.03
오후 4:06:48,0.60,0.52,12.00,0.20,0.20,54.69
오후 4:06:49,0.60,0.62,12.00,0.20,0.20,14.98
오후 4:06:50,0.60,0.69,12.00,0.20,0.20,9.47
오후 4:06:51,0.60,0.64,12.00,0.20,0.20,43.95
오후 4:06:52,0.60,0.51,12.00,0.20,0.20,76.09
오후 4:06:53,0.60,0.57,12.00,0.20,0.20,27.15
오후 4:06:54,0.60,0.66,12.00,0.20,0.20,8.98
오후 4:06:55,0.60,0.68,12.00,0.20,0.20,24.29
오후 4:06:56,0.60,0.55,12.00,0.20,0.20,70.31
오후 4:06:57,0.60,0.54,12.00,0.20,0.20,47.00
오후 4:06:58,0.60,0.63,12.00,0.20,0.20,12.40
오후 4:06:59,0.60,0.70,12.00,0.20,0.20,10.69
오후 4:07:00,0.60,0.60,12.00,0.20,0.20,58.11
오후 4:07:01,0.60,0.46,12.00,0.20,0.20,82.26
오후 4:07:02,0.60,0.56,12.00,0.20,0.20,22.41
오후 4:07:03,0.60,0.65,12.00,0.20,0.20,9.96
오후 4:07:04,0.60,0.66,12.00,0.20,0.20,28.07
오후 4:07:05,0.60,0.53,12.00,0.20,0.20,72.70
오후 4:07:06,0.60,0.54,12.00,0.20,0.20,41.80
오후 4:07:07,0.60,0.64,12.00,0.20,0.20,12.63
오후 4:07:08,0.60,0.69,12.00,0.20,0.20,14.34
오후 4:07:09,0.60,0.59,12.00,0.20,0.20,60.81
오후 4:07:10,0.60,0.46,12.00,0.20,0.20,82.77
오후 4:07:11,0.60,0.57,12.00,0.20,0.20,18.49
오후 4:07:12,0.60,0.66,12.00,0.20,0.20,10.13
오후 4:07:13,0.60,0.65,12.00,0.20,0.20,33.34
오후 4:07:14,0.60,0.52,12.00,0.20,0.20,75.22
오후 4:07:15,0.60,0.55,12.00,0.20,0.20,36.62
오후 4:07:16,0.60,0.65,12.00,0.20,0.20,11.78
오후 4:07:17,0.60,0.69,12.00,0.20,0.20,19.39
오후 4:07:18,0.60,0.57,12.00,0.20,0.20,65.84
오후 4:07:19,0.60,0.53,12.00,0.20,0.20,54.52
오후 4:07:20,0.60,0.63,12.00,0.20,0.20,14.56
오후 4:07:21,0.60,0.70,12.00,0.20,0.20,10.54
오후 4:07:22,0.60,0.64,12.00,0.20,0.20,44.55
오후 4:07:23,0.60,0.51,12.00,0.20,0.20,76.62
오후 4:07:24,0.60,0.57,12.00,0.20,0.20,26.27
오후 4:07:25,0.60,0.67,12.00,0.20,0.20,9.15
오후 4:07:26,0.60,0.68,12.00,0.20,0.20,25.35
오후 4:07:27,0.60,0.55,12.00,0.20,0.20,70.05
오후 4:07:28,0.60,0.54,12.00,0.20,0.20,46.07
오후 4:07:29,0.60,0.64,12.00,0.20,0.20,12.41
오후 4:07:30,0.60,0.70,12.00,0.20,0.20,11.72
오후 4:07:31,0.60,0.59,12.00,0.20,0.20,58.76
오후 4:07:32,0.60,0.46,12.00,0.20,0.20,82.06
오후 4:07:33,0.60,0.56,12.00,0.20,0.20,21.96
오후 4:07:34,0.60,0.66,12.00,0.20,0.20,9.41
오후 4:07:35,0.60,0.66,12.00,0.20,0.20,29.74
오후 4:07:36,0.60,0.53,12.00,0.20,0.20,73.96
