Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 3:23:29,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 3:22:34,0.00,0.01,12.00,0.20,0.20,0.00
오후 3:22:35,0.60,0.01,12.00,0.20,0.20,74.83
오후 3:22:36,0.60,0.01,12.00,0.20,0.20,80.65
오후 3:22:37,0.60,0.19,12.00,0.20,0.20,63.84
오후 3:22:38,0.60,0.37,12.00,0.20,0.20,46.25
오후 3:22:39,0.60,0.49,12.00,0.20,0.20,33.29
오후 3:22:40,0.60,0.57,12.00,0.20,0.20,23.84
오후 3:22:41,0.60,0.61,12.00,0.20,0.20,19.96
오후 3:22:42,0.60,0.60,12.00,0.20,0.20,20.38
오후 3:22:43,0.60,0.58,12.00,0.20,0.20,23.19
오후 3:22:44,0.60,0.56,12.00,0.20,0.20,25.65
오후 3:22:45,0.60,0.57,12.00,0.20,0.20,25.44
오후 3:22:46,0.60,0.58,12.00,0.20,0.20,24.23
오후 3:22:47,0.60,0.59,12.00,0.20,0.20,22.95
오후 3:22:48,0.60,0.60,12.00,0.20,0.20,22.04
오후 3:22:49,0.60,0.60,12.00,0.20,0.20,21.95
오후 3:22:50,0.60,0.59,12.00,0.20,0.20,22.69
오후 3:22:51,0.60,0.59,12.00,0.20,0.20,23.40
오후 3:22:52,0.60,0.58,12.00,0.20,0.20,24.52
오후 3:22:53,0.60,0.58,12.00,0.20,0.20,24.47
오후 3:22:54,0.60,0.59,12.00,0.20,0.20,23.95
오후 3:22:55,0.60,0.59,12.00,0.20,0.20,23.63
오후 3:22:56,0.60,0.60,12.00,0.20,0.20,23.01
오후 3:22:57,0.60,0.60,12.00,0.20,0.20,23.12
오후 3:22:58,0.60,0.60,12.00,0.20,0.20,23.22
오후 3:22:59,0.60,0.59,12.00,0.20,0.20,23.76
오후 3:23:00,0.60,0.59,12.00,0.20,0.20,24.22
오후 3:23:01,0.60,0.59,12.00,0.20,0.20,24.00
오후 3:23:02,0.60,0.59,12.00,0.20,0.20,24.03
오후 3:23:03,0.60,0.60,12.00,0.20,0.20,23.61
오후 3:23:04,0.60,0.60,12.00,0.20,0.20,23.41
오후 3:23:05,0.60,0.60,12.00,0.20,0.20,23.55
오후 3:23:06,0.60,0.59,12.00,0.20,0.20,23.85
오후 3:23:07,0.60,0.59,12.00,0.20,0.20,24.30
오후 3:23:08,0.60,0.59,12.00,0.20,0.20,24.19
오후 3:23:09,0.60,0.60,12.00,0.20,0.20,23.87
오후 3:23:10,0.60,0.60,12.00,0.20,0.20,23.73
오후 3:23:11,0.60,0.60,12.00,0.20,0.20,23.61
오후 3:23:12,0.60,0.60,12.00,0.20,0.20,23.31
오후 3:23:13,0.60,0.60,12.00,0.20,0.20,23.59
오후 3:23:14,0.60,0.60,12.00,0.20,0.20,23.89
오후 3:23:15,0.60,0.59,12.00,0.20,0.20,24.18
오후 3:23:16,0.60,0.59,12.00,0.20,0.20,24.21
오후 3:23:17,0.60,0.60,12.00,0.20,0.20,24.09
오후 3:23:18,0.60,0.60,12.00,0.20,0.20,23.90
오후 3:23:19,0.60,0.60,12.00,0.20,0.20,23.82
오후 3:23:20,0.60,0.60,12.00,0.20,0.20,23.64
오후 3:23:21,0.60,0.60,12.00,0.20,0.20,23.65
오후 3:23:22,0.60,0.60,12.00,0.20,0.20,23.74
오후 3:23:23,0.60,0.60,12.00,0.20,0.20,23.86
오후 3:23:24,0.60,0.60,12.00,0.20,0.20,23.82
오후 3:23:25,0.60,0.60,12.00,0.20,0.20,24.06
오후 3:23:26,0.60,0.60,12.00,0.20,0.20,24.08
오후 3:23:27,0.60,0.60,12.00,0.20,0.20,23.92
오후 3:23:28,0.60,0.60,12.00,0.20,0.20,23.96
