Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 4:02:41,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 4:01:36,0.00,0.01,12.00,0.20,0.20,0.00
오후 4:01:37,0.60,0.01,12.00,0.20,0.20,74.76
오후 4:01:38,0.60,0.01,12.00,0.20,0.20,80.89
오후 4:01:39,0.60,0.18,12.00,0.20,0.20,52.64
오후 4:01:40,0.60,0.36,12.00,0.20,0.20,34.47
오후 4:01:41,0.60,0.48,12.00,0.20,0.20,26.50
오후 4:01:42,0.60,0.53,12.00,0.20,0.20,25.31
오후 4:01:43,0.60,0.55,12.00,0.20,0.20,26.92
오후 4:01:44,0.60,0.56,12.00,0.20,0.20,25.55
오후 4:01:45,0.60,0.57,12.00,0.20,0.20,25.02
오후 4:01:46,0.60,0.58,12.00,0.20,0.20,24.33
오후 4:01:47,0.60,0.59,12.00,0.20,0.20,23.40
오후 4:01:48,0.60,0.60,12.00,0.20,0.20,22.49
오후 4:01:49,0.60,0.60,12.00,0.20,0.20,23.45
오후 4:01:50,0.60,0.59,12.00,0.20,0.20,24.26
오후 4:01:51,0.60,0.59,12.00,0.20,0.20,25.23
오후 4:01:52,0.60,0.59,12.00,0.20,0.20,24.68
오후 4:01:53,0.60,0.59,12.00,0.20,0.20,23.61
오후 4:01:54,0.60,0.60,12.00,0.20,0.20,23.35
오후 4:01:55,0.60,0.60,12.00,0.20,0.20,23.04
오후 4:01:56,0.60,0.60,12.00,0.20,0.20,22.90
오후 4:01:57,0.60,0.61,12.00,0.20,0.20,22.57
오후 4:01:58,0.60,0.61,12.00,0.20,0.20,22.14
오후 4:01:59,0.60,0.60,12.00,0.20,0.20,23.34
오후 4:02:00,0.60,0.60,12.00,0.20,0.20,23.89
오후 4:02:01,0.60,0.59,12.00,0.20,0.20,24.84
오후 4:02:02,0.60,0.59,12.00,0.20,0.20,25.05
오후 4:02:03,0.60,0.59,12.00,0.20,0.20,24.29
오후 4:02:04,0.60,0.60,12.00,0.20,0.20,23.79
오후 4:02:05,0.60,0.60,12.00,0.20,0.20,22.95
오후 4:02:06,0.60,0.61,12.00,0.20,0.20,22.66
오후 4:02:07,0.60,0.61,12.00,0.20,0.20,22.79
오후 4:02:08,0.60,0.61,12.00,0.20,0.20,22.86
오후 4:02:09,0.60,0.60,12.00,0.20,0.20,23.79
오후 4:02:10,0.60,0.59,12.00,0.20,0.20,24.57
오후 4:02:11,0.60,0.59,12.00,0.20,0.20,25.61
오후 4:02:12,0.60,0.59,12.00,0.20,0.20,24.37
오후 4:02:13,0.60,0.60,12.00,0.20,0.20,23.31
오후 4:02:14,0.60,0.61,12.00,0.20,0.20,22.06
오후 4:02:15,0.60,0.61,12.00,0.20,0.20,22.00
오후 4:02:16,0.60,0.60,12.00,0.20,0.20,23.78
오후 4:02:17,0.60,0.59,12.00,0.20,0.20,25.45
오후 4:02:18,0.60,0.59,12.00,0.20,0.20,24.77
오후 4:02:19,0.60,0.60,12.00,0.20,0.20,23.64
오후 4:02:20,0.60,0.61,12.00,0.20,0.20,22.46
오후 4:02:21,0.60,0.61,12.00,0.20,0.20,22.15
오후 4:02:22,0.60,0.60,12.00,0.20,0.20,23.29
오후 4:02:23,0.60,0.60,12.00,0.20,0.20,24.30
오후 4:02:24,0.60,0.59,12.00,0.20,0.20,25.83
오후 4:02:25,0.60,0.59,12.00,0.20,0.20,24.45
오후 4:02:26,0.60,0.60,12.00,0.20,0.20,23.43
오후 4:02:27,0.60,0.61,12.00,0.20,0.20,22.47
오후 4:02:28,0.60,0.61,12.00,0.20,0.20,21.50
오후 4:02:29,0.60,0.60,12.00,0.20,0.20,23.85
오후 4:02:30,0.60,0.60,12.00,0.20,0.20,24.54
오후 4:02:31,0.60,0.59,12.00,0.20,0.20,25.22
오후 4:02:32,0.60,0.59,12.00,0.20,0.20,23.98
오후 4:02:33,0.60,0.60,12.00,0.20,0.20,23.60
오후 4:02:34,0.60,0.61,12.00,0.20,0.20,22.59
오후 4:02:35,0.60,0.61,12.00,0.20,0.20,22.30
오후 4:02:36,0.60,0.61,12.00,0.20,0.20,22.87
오후 4:02:37,0.60,0.60,12.00,0.20,0.20,23.77
오후 4:02:38,0.60,0.59,12.00,0.20,0.20,25.07
오후 4:02:39,0.60,0.59,12.00,0.20,0.20,25.00
오후 4:02:40,0.60,0.60,12.00,0.20,0.20,23.70
오후 4:02:41,0.60,0.60,12.00,0.20,0.20,23.38
