Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 4:04:16,0.60,0.56,12.00,0.20,0.20,38.37
오후 4:04:17,0.60,0.57,12.00,0.20,0.20,26.51
오후 4:04:18,0.60,0.63,12.00,0.20,0.20,13.23
오후 4:04:19,0.60,0.64,12.00,0.20,0.20,19.20
오후 4:04:20,0.60,0.57,12.00,0.20,0.20,39.28
오후 4:04:21,0.60,0.54,12.00,0.20,0.20,35.48
오후 4:04:22,0.60,0.61,12.00,0.20,0.20,14.63
오후 4:04:23,0.60,0.65,12.00,0.20,0.20,12.72
오후 4:04:24,0.60,0.59,12.00,0.20,0.20,34.64
오후 4:04:25,0.60,0.52,12.00,0.20,0.20,46.65
오후 4:04:26,0.60,0.57,12.00,0.20,0.20,22.65
오후 4:04:27,0.60,0.64,12.00,0.20,0.20,9.54
오후 4:04:28,0.60,0.64,12.00,0.20,0.20,22.36
오후 4:04:29,0.60,0.51,12.00,0.20,0.20,53.74
오후 4:04:30,0.60,0.50,12.00,0.20,0.20,40.21
오후 4:04:31,0.60,0.60,12.00,0.20,0.20,12.42
오후 4:04:32,0.60,0.66,12.00,0.20,0.20,10.91
오후 4:04:33,0.60,0.57,12.00,0.20,0.20,44.93
오후 4:04:34,0.60,0.44,12.00,0.20,0.20,65.11
오후 4:04:35,0.60,0.54,12.00,0.20,0.20,22.69
오후 4:04:36,0.60,0.64,12.00,0.20,0.20,10.35
오후 4:04:37,0.60,0.64,12.00,0.20,0.20,23.23
오후 4:04:38,0.60,0.51,12.00,0.20,0.20,57.12
오후 4:04:39,0.60,0.51,12.00,0.20,0.20,40.38
오후 4:04:40,0.60,0.61,12.00,0.20,0.20,14.61
오후 4:04:41,0.60,0.67,12.00,0.20,0.20,13.09
오후 4:04:42,0.60,0.61,12.00,0.20,0.20,37.70
오후 4:04:43,0.60,0.54,12.00,0.20,0.20,47.42
오후 4:04:44,0.60,0.59,12.00,0.20,0.20,22.18
오후 4:04:45,0.60,0.67,12.00,0.20,0.20,11.52
오후 4:04:46,0.60,0.65,12.00,0.20,0.20,24.55
오후 4:04:47,0.60,0.53,12.00,0.20,0.20,54.84
오후 4:04:48,0.60,0.54,12.00,0.20,0.20,35.61
오후 4:04:49,0.60,0.63,12.00,0.20,0.20,13.22
오후 4:04:50,0.60,0.67,12.00,0.20,0.20,16.11
오후 4:04:51,0.60,0.60,12.00,0.20,0.20,39.36
오후 4:04:52,0.60,0.54,12.00,0.20,0.20,44.42
오후 4:04:53,0.60,0.61,12.00,0.20,0.20,18.23
오후 4:04:54,0.60,0.68,12.00,0.20,0.20,10.81
오후 4:04:55,0.60,0.64,12.00,0.20,0.20,28.61
오후 4:04:56,0.60,0.52,12.00,0.20,0.20,56.84
오후 4:04:57,0.60,0.54,12.00,0.20,0.20,32.63
오후 4:04:58,0.60,0.64,12.00,0.20,0.20,11.77
오후 4:04:59,0.60,0.67,12.00,0.20,0.20,16.75
오후 4:05:00,0.60,0.55,12.00,0.20,0.20,51.78
오후 4:05:01,0.60,0.50,12.00,0.20,0.20,47.93
오후 4:05:02,0.60,0.60,12.00,0.20,0.20,16.84
오후 4:05:03,0.60,0.67,12.00,0.20,0.20,10.71
오후 4:05:04,0.60,0.63,12.00,0.20,0.20,31.70
오후 4:05:05,0.60,0.51,12.00,0.20,0.20,58.95
오후 4:05:06,0.60,0.54,12.00,0.20,0.20,31.48
오후 4:05:07,0.60,0.64,12.00,0.20,0.20,12.77
오후 4:05:08,0.60,0.66,12.00,0.20,0.20,18.68
오후 4:05:09,0.60,0.58,12.00,0.20,0.20,44.05
오후 4:05:10,0.60,0.55,12.00,0.20,0.20,41.00
오후 4:05:11,0.60,0.63,12.00,0.20,0.20,16.17
오후 4:05:12,0.60,0.68,12.00,0.20,0.20,12.33
오후 4:05:13,0.60,0.63,12.00,0.20,0.20,33.42
오후 4:05:14,0.60,0.52,12.00,0.20,0.20,55.05
오후 4:05:15,0.60,0.56,12.00,0.20,0.20,27.59
오후 4:05:16,0.60,0.65,12.00,0.20,0.20,11.30
오후 4:05:17,0.60,0.66,12.00,0.20,0.20,20.03
오후 4:05:18,0.60,0.54,12.00,0.20,0.20,53.36
오후 4:05:19,0.60,0.52,12.00,0.20,0.20,43.70
오후 4:05:20,0.60,0.61,12.00,0.20,0.20,15.60
오후 4:05:21,0.60,0.68,12.00,0.20,0.20,11.22
