Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 5:12:25,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 5:10:27,0.00,0.03,4.00,0.10,0.10,76.02
오후 5:10:28,1.20,0.15,4.00,0.10,0.10,32.33
오후 5:10:29,1.20,0.40,4.00,0.10,0.10,38.89
오후 5:10:30,1.20,0.59,4.00,0.10,0.10,40.52
오후 5:10:31,1.20,0.72,4.00,0.10,0.10,40.70
오후 5:10:32,1.20,0.82,4.00,0.10,0.10,41.12
오후 5:10:33,1.20,0.89,4.00,0.10,0.10,41.01
오후 5:10:34,1.20,0.95,4.00,0.10,0.10,40.86
오후 5:10:35,1.20,0.98,4.00,0.10,0.10,40.17
오후 5:10:36,1.20,1.01,4.00,0.10,0.10,39.61
오후 5:10:37,1.20,1.02,4.00,0.10,0.10,38.95
오후 5:10:38,1.20,1.04,4.00,0.10,0.10,38.20
오후 5:10:39,1.20,1.05,4.00,0.10,0.10,37.50
오후 5:10:40,1.20,1.06,4.00,0.10,0.10,36.97
오후 5:10:41,1.20,1.07,4.00,0.10,0.10,36.27
오후 5:10:42,1.20,1.07,4.00,0.10,0.10,35.81
오후 5:10:43,1.20,1.08,4.00,0.10,0.10,35.06
오후 5:10:44,1.20,1.09,4.00,0.10,0.10,34.55
오후 5:10:45,1.20,1.09,4.00,0.10,0.10,33.94
오후 5:10:46,1.20,1.09,4.00,0.10,0.10,33.30
오후 5:10:47,1.20,1.10,4.00,0.10,0.10,32.88
오후 5:10:48,1.20,1.10,4.00,0.10,0.10,32.22
오후 5:10:49,1.20,1.10,4.00,0.10,0.10,31.61
오후 5:10:50,1.20,1.11,4.00,0.10,0.10,31.13
오후 5:10:51,1.20,1.11,4.00,0.10,0.10,30.59
오후 5:10:52,1.20,1.11,4.00,0.10,0.10,30.24
오후 5:10:53,1.20,1.11,4.00,0.10,0.10,29.48
오후 5:10:54,1.20,1.11,4.00,0.10,0.10,29.13
오후 5:10:55,1.20,1.12,4.00,0.10,0.10,28.56
오후 5:10:56,1.20,1.12,4.00,0.10,0.10,28.10
오후 5:10:57,1.20,1.12,4.00,0.10,0.10,27.81
오후 5:10:58,1.20,1.13,4.00,0.10,0.10,27.42
오후 5:10:59,1.20,1.13,4.00,0.10,0.10,26.94
오후 5:11:00,1.20,1.13,4.00,0.10,0.10,26.60
오후 5:11:01,1.20,1.13,4.00,0.10,0.10,26.18
오후 5:11:02,1.20,1.13,4.00,0.10,0.10,25.77
오후 5:11:03,1.20,1.14,4.00,0.10,0.10,25.50
오후 5:11:04,1.20,1.14,4.00,0.10,0.10,25.17
오후 5:11:05,1.20,1.14,4.00,0.10,0.10,24.83
오후 5:11:06,1.20,1.14,4.00,0.10,0.10,24.61
오후 5:11:07,1.20,1.15,4.00,0.10,0.10,24.27
오후 5:11:08,1.20,1.15,4.00,0.10,0.10,23.94
오후 5:11:09,1.20,1.15,4.00,0.10,0.10,23.67
오후 5:11:10,1.20,1.15,4.00,0.10,0.10,23.47
