Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 4:40:34,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 4:38:45,0.00,0.03,4.00,0.00,0.00,100.00
오후 4:38:46,0.00,0.03,4.00,0.00,0.00,100.00
오후 4:38:47,0.00,0.03,4.00,0.10,0.10,100.00
오후 4:38:48,1.20,0.03,4.00,0.10,0.10,48.20
오후 4:38:49,1.20,0.03,4.00,0.10,0.10,40.41
오후 4:38:50,1.20,0.28,4.00,0.10,0.10,43.12
오후 4:38:51,1.20,0.49,4.00,0.10,0.10,46.32
오후 4:38:52,1.20,0.65,4.00,0.10,0.10,48.35
오후 4:38:53,1.20,0.76,4.00,0.10,0.10,49.48
오후 4:38:54,1.20,0.84,4.00,0.10,0.10,50.29
오후 4:38:55,1.20,0.91,4.00,0.10,0.10,50.52
오후 4:38:56,1.20,0.95,4.00,0.10,0.10,50.49
오후 4:38:57,1.20,0.98,4.00,0.10,0.10,50.05
오후 4:38:58,1.20,1.00,4.00,0.10,0.10,49.65
오후 4:38:59,1.20,1.02,4.00,0.10,0.10,49.01
오후 4:39:00,1.20,1.03,4.00,0.10,0.10,48.32
오후 4:39:01,1.20,1.04,4.00,0.10,0.10,47.52
오후 4:39:02,1.20,1.04,4.00,0.10,0.10,46.72
오후 4:39:03,1.20,1.05,4.00,0.10,0.10,45.86
오후 4:39:04,1.20,1.05,4.00,0.10,0.10,45.02
오후 4:39:05,1.20,1.06,4.00,0.10,0.10,44.24
오후 4:39:06,1.20,1.06,4.00,0.10,0.10,43.43
오후 4:39:07,1.20,1.06,4.00,0.10,0.10,42.68
오후 4:39:08,1.20,1.07,4.00,0.10,0.10,41.79
오후 4:39:09,1.20,1.07,4.00,0.10,0.10,40.99
오후 4:39:10,1.20,1.07,4.00,0.10,0.10,40.17
오후 4:39:11,1.20,1.07,4.00,0.10,0.10,39.45
오후 4:39:12,1.20,1.07,4.00,0.10,0.10,38.67
오후 4:39:13,1.20,1.08,4.00,0.10,0.10,37.95
오후 4:39:14,1.20,1.08,4.00,0.10,0.10,37.26
오후 4:39:15,1.20,1.08,4.00,0.10,0.10,36.64
오후 4:39:16,1.20,1.09,4.00,0.10,0.10,36.00
오후 4:39:17,1.20,1.09,4.00,0.10,0.10,35.42
오후 4:39:18,1.20,1.09,4.00,0.10,0.10,34.78
오후 4:39:19,1.20,1.10,4.00,0.10,0.10,34.24
오후 4:39:20,1.20,1.10,4.00,0.10,0.10,33.64
오후 4:39:21,1.20,1.10,4.00,0.10,0.10,33.06
오후 4:39:22,1.20,1.10,4.00,0.10,0.10,32.49
오후 4:39:23,1.20,1.10,4.00,0.10,0.10,31.88
오후 4:39:24,1.20,1.11,4.00,0.10,0.10,31.36
오후 4:39:25,1.20,1.11,4.00,0.10,0.10,30.81
오후 4:39:26,1.20,1.11,4.00,0.10,0.10,30.33
오후 4:39:27,1.20,1.11,4.00,0.10,0.10,29.76
오후 4:39:28,1.20,1.11,4.00,0.10,0.10,29.29
오후 4:39:29,1.20,1.12,4.00,0.10,0.10,28.83
오후 4:39:30,1.20,1.12,4.00,0.10,0.10,28.39
오후 4:39:31,1.20,1.12,4.00,0.10,0.10,28.01
오후 4:39:32,1.20,1.12,4.00,0.10,0.10,27.56
오후 4:39:33,1.20,1.13,4.00,0.10,0.10,27.24
오후 4:39:34,1.20,1.13,4.00,0.10,0.10,26.81
