Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 5:14:43,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 5:12:50,0.00,0.03,4.00,0.10,0.10,100.00
오후 5:12:51,1.20,0.03,4.00,0.10,0.10,48.23
오후 5:12:52,1.20,0.26,4.00,0.10,0.10,60.77
오후 5:12:53,1.20,0.47,4.00,0.10,0.10,63.51
오후 5:12:54,1.20,0.63,4.00,0.10,0.10,62.42
오후 5:12:55,1.20,0.74,4.00,0.10,0.10,61.37
오후 5:12:56,1.20,0.83,4.00,0.10,0.10,61.04
오후 5:12:57,1.20,0.89,4.00,0.10,0.10,59.93
오후 5:12:58,1.20,0.93,4.00,0.10,0.10,59.07
오후 5:12:59,1.20,0.97,4.00,0.10,0.10,57.98
오후 5:13:00,1.20,0.99,4.00,0.10,0.10,57.19
오후 5:13:01,1.20,1.01,4.00,0.10,0.10,56.10
오후 5:13:02,1.20,1.02,4.00,0.10,0.10,55.14
오후 5:13:03,1.20,1.03,4.00,0.10,0.10,54.23
오후 5:13:04,1.20,1.04,4.00,0.10,0.10,53.33
오후 5:13:05,1.20,1.04,4.00,0.10,0.10,52.24
오후 5:13:06,1.20,1.04,4.00,0.10,0.10,51.29
오후 5:13:07,1.20,1.05,4.00,0.10,0.10,50.39
오후 5:13:08,1.20,1.05,4.00,0.10,0.10,49.57
오후 5:13:09,1.20,1.05,4.00,0.10,0.10,48.51
오후 5:13:10,1.20,1.05,4.00,0.10,0.10,47.51
오후 5:13:11,1.20,1.06,4.00,0.10,0.10,46.80
오후 5:13:12,1.20,1.06,4.00,0.10,0.10,45.71
오후 5:13:13,1.20,1.06,4.00,0.10,0.10,44.80
오후 5:13:14,1.20,1.06,4.00,0.10,0.10,43.98
오후 5:13:15,1.20,1.06,4.00,0.10,0.10,43.25
오후 5:13:16,1.20,1.06,4.00,0.10,0.10,41.97
오후 5:13:17,1.20,1.06,4.00,0.10,0.10,41.43
오후 5:13:18,1.20,1.06,4.00,0.10,0.10,40.53
오후 5:13:19,1.20,1.07,4.00,0.10,0.10,39.84
오후 5:13:20,1.20,1.07,4.00,0.10,0.10,38.80
오후 5:13:21,1.20,1.07,4.00,0.10,0.10,38.08
오후 5:13:22,1.20,1.07,4.00,0.10,0.10,37.55
오후 5:13:23,1.20,1.08,4.00,0.10,0.10,36.68
오후 5:13:24,1.20,1.08,4.00,0.10,0.10,35.96
오후 5:13:25,1.20,1.08,4.00,0.10,0.10,35.51
오후 5:13:26,1.20,1.09,4.00,0.10,0.10,34.71
오후 5:13:27,1.20,1.09,4.00,0.10,0.10,34.24
오후 5:13:28,1.20,1.09,4.00,0.10,0.10,33.52
오후 5:13:29,1.20,1.10,4.00,0.10,0.10,32.89
오후 5:13:30,1.20,1.10,4.00,0.10,0.10,32.24
오후 5:13:31,1.20,1.10,4.00,0.10,0.10,31.73
오후 5:13:32,1.20,1.10,4.00,0.10,0.10,31.20
오후 5:13:33,1.20,1.11,4.00,0.10,0.10,30.66
오후 5:13:34,1.20,1.11,4.00,0.10,0.10,30.12
오후 5:13:35,1.20,1.11,4.00,0.10,0.10,29.45
오후 5:13:36,1.20,1.11,4.00,0.10,0.10,29.04
오후 5:13:37,1.20,1.11,4.00,0.10,0.10,28.50
오후 5:13:38,1.20,1.12,4.00,0.10,0.10,28.20
오후 5:13:39,1.20,1.12,4.00,0.10,0.10,27.68
오후 5:13:40,1.20,1.12,4.00,0.10,0.10,27.21
오후 5:13:41,1.20,1.12,4.00,0.10,0.10,26.85
오후 5:13:42,1.20,1.13,4.00,0.10,0.10,26.43
오후 5:13:43,1.20,1.13,4.00,0.10,0.10,25.92
오후 5:13:44,1.20,1.13,4.00,0.10,0.10,25.59
오후 5:13:45,1.20,1.13,4.00,0.10,0.10,25.40
오후 5:13:46,1.20,1.14,4.00,0.10,0.10,25.08
오후 5:13:47,1.20,1.14,4.00,0.10,0.10,24.60
오후 5:13:48,1.20,1.14,4.00,0.10,0.10,24.33
오후 5:13:49,1.20,1.14,4.00,0.10,0.10,23.96
오후 5:13:50,1.20,1.15,4.00,0.10,0.10,23.83
오후 5:13:51,1.20,1.15,4.00,0.10,0.10,23.43
오후 5:13:52,1.20,1.15,4.00,0.10,0.10,23.16
오후 5:13:53,1.20,1.15,4.00,0.10,0.10,22.92
오후 5:13:54,1.20,1.15,4.00,0.10,0.10,22.73
오후 5:13:55,1.20,1.16,4.00,0.10,0.10,22.57
오후 5:13:56,1.20,1.16,4.00,0.10,0.10,22.14
오후 5:13:57,1.20,1.16,4.00,0.10,0.10,22.10
오후 5:13:58,1.20,1.16,4.00,0.10,0.10,22.00
오후 5:13:59,1.20,1.16,4.00,0.10,0.10,21.75
오후 5:14:00,1.20,1.16,4.00,0.10,0.10,21.36
오후 5:14:01,1.20,1.16,4.00,0.10,0.10,21.24
오후 5:14:02,1.20,1.17,4.00,0.10,0.10,21.19
오후 5:14:03,1.20,1.17,4.00,0.10,0.10,20.98
오후 5:14:04,1.20,1.17,4.00,0.10,0.10,21.10
오후 5:14:05,1.20,1.17,4.00,0.10,0.10,20.80
오후 5:14:06,1.20,1.18,4.00,0.10,0.10,20.74
오후 5:14:07,1.20,1.17,4.00,0.10,0.10,20.41
오후 5:14:08,1.20,1.17,4.00,0.10,0.10,20.21
오후 5:14:09,1.20,1.18,4.00,0.10,0.10,20.42
오후 5:14:10,1.20,1.18,4.00,0.10,0.10,20.22
오후 5:14:11,1.20,1.18,4.00,0.10,0.10,20.13
오후 5:14:12,1.20,1.18,4.00,0.10,0.10,19.93
오후 5:14:13,1.20,1.18,4.00,0.10,0.10,19.79
오후 5:14:14,1.20,1.18,4.00,0.10,0.10,19.84
오후 5:14:15,1.20,1.18,4.00,0.10,0.10,19.60
오후 5:14:16,1.20,1.18,4.00,0.10,0.10,19.60
오후 5:14:17,1.20,1.18,4.00,0.10,0.10,19.49
오후 5:14:18,1.20,1.19,4.00,0.10,0.10,19.65
오후 5:14:19,1.20,1.19,4.00,0.10,0.10,19.42
오후 5:14:20,1.20,1.19,4.00,0.10,0.10,19.25
오후 5:14:21,1.20,1.19,4.00,0.10,0.10,19.34
오후 5:14:22,1.20,1.19,4.00,0.10,0.10,19.05
오후 5:14:23,1.20,1.19,4.00,0.10,0.10,19.12
오후 5:14:24,1.20,1.19,4.00,0.10,0.10,18.95
오후 5:14:25,1.20,1.19,4.00,0.10,0.10,19.08
오후 5:14:26,1.20,1.19,4.00,0.10,0.10,19.18
오후 5:14:27,1.20,1.19,4.00,0.10,0.10,18.99
오후 5:14:28,1.20,1.19,4.00,0.10,0.10,18.80
오후 5:14:29,1.20,1.19,4.00,0.10,0.10,18.86
오후 5:14:30,1.20,1.19,4.00,0.10,0.10,18.71
오후 5:14:31,1.20,1.19,4.00,0.10,0.10,18.76
오후 5:14:32,1.20,1.19,4.00,0.10,0.10,18.67
오후 5:14:33,1.20,1.19,4.00,0.10,0.10,18.63
오후 5:14:34,1.20,1.19,4.00,0.10,0.10,18.49
오후 5:14:35,1.20,1.19,4.00,0.10,0.10,18.56
오후 5:14:36,1.20,1.19,4.00,0.10,0.10,18.47
오후 5:14:37,1.20,1.20,4.00,0.10,0.10,18.68
오후 5:14:38,1.20,1.19,4.00,0.10,0.10,18.50
오후 5:14:39,1.20,1.19,4.00,0.10,0.10,18.39
오후 5:14:40,1.20,1.20,4.00,0.10,0.10,18.55
오후 5:14:41,1.20,1.20,4.00,0.10,0.10,18.49
오후 5:14:42,1.20,1.20,4.00,0.10,0.10,18.37
오후 5:14:43,1.20,1.20,4.00,0.10,0.10,18.42
