Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 3:11:53,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 3:11:04,0.00,0.01,4.00,0.20,0.20,7.29
오후 3:11:05,0.60,0.01,4.00,0.20,0.20,32.29
오후 3:11:06,0.60,0.01,4.00,0.20,0.20,34.24
오후 3:11:07,0.60,0.15,4.00,0.20,0.20,30.57
오후 3:11:08,0.60,0.28,4.00,0.20,0.20,26.59
오후 3:11:09,0.60,0.37,4.00,0.20,0.20,24.00
오후 3:11:10,0.60,0.42,4.00,0.20,0.20,22.69
오후 3:11:11,0.60,0.45,4.00,0.20,0.20,21.85
오후 3:11:12,0.60,0.47,4.00,0.20,0.20,21.41
오후 3:11:13,0.60,0.49,4.00,0.20,0.20,21.20
오후 3:11:14,0.60,0.50,4.00,0.20,0.20,21.23
오후 3:11:15,0.60,0.50,4.00,0.20,0.20,21.33
오후 3:11:16,0.60,0.50,4.00,0.20,0.20,21.67
오후 3:11:17,0.60,0.50,4.00,0.20,0.20,21.99
오후 3:11:18,0.60,0.51,4.00,0.20,0.20,22.14
오후 3:11:19,0.60,0.51,4.00,0.20,0.20,22.23
오후 3:11:20,0.60,0.52,4.00,0.20,0.20,22.14
오후 3:11:21,0.60,0.52,4.00,0.20,0.20,22.29
오후 3:11:22,0.60,0.53,4.00,0.20,0.20,22.29
오후 3:11:23,0.60,0.53,4.00,0.20,0.20,22.47
오후 3:11:24,0.60,0.54,4.00,0.20,0.20,22.46
오후 3:11:25,0.60,0.54,4.00,0.20,0.20,22.62
오후 3:11:26,0.60,0.54,4.00,0.20,0.20,22.68
오후 3:11:27,0.60,0.55,4.00,0.20,0.20,22.73
오후 3:11:28,0.60,0.55,4.00,0.20,0.20,22.79
오후 3:11:29,0.60,0.55,4.00,0.20,0.20,22.88
오후 3:11:30,0.60,0.55,4.00,0.20,0.20,22.87
오후 3:11:31,0.60,0.56,4.00,0.20,0.20,22.96
오후 3:11:32,0.60,0.56,4.00,0.20,0.20,22.94
오후 3:11:33,0.60,0.56,4.00,0.20,0.20,22.96
오후 3:11:34,0.60,0.56,4.00,0.20,0.20,23.06
오후 3:11:35,0.60,0.57,4.00,0.20,0.20,23.09
오후 3:11:36,0.60,0.57,4.00,0.20,0.20,23.07
오후 3:11:37,0.60,0.57,4.00,0.20,0.20,23.18
오후 3:11:38,0.60,0.57,4.00,0.20,0.20,23.21
오후 3:11:39,0.60,0.57,4.00,0.20,0.20,23.22
오후 3:11:40,0.60,0.57,4.00,0.20,0.20,23.29
오후 3:11:41,0.60,0.58,4.00,0.20,0.20,23.25
오후 3:11:42,0.60,0.58,4.00,0.20,0.20,23.28
오후 3:11:43,0.60,0.58,4.00,0.20,0.20,23.30
오후 3:11:44,0.60,0.58,4.00,0.20,0.20,23.35
오후 3:11:45,0.60,0.58,4.00,0.20,0.20,23.34
오후 3:11:46,0.60,0.58,4.00,0.20,0.20,23.40
오후 3:11:47,0.60,0.58,4.00,0.20,0.20,23.41
오후 3:11:48,0.60,0.58,4.00,0.20,0.20,23.45
오후 3:11:49,0.60,0.58,4.00,0.20,0.20,23.45
오후 3:11:50,0.60,0.59,4.00,0.20,0.20,23.45
오후 3:11:51,0.60,0.58,4.00,0.20,0.20,23.52
오후 3:11:52,0.60,0.59,4.00,0.20,0.20,23.48
