Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 6:25:10,1.20,1.18,12.00,0.10,0.10,16.91
오후 6:25:11,1.20,1.27,12.00,0.10,0.10,32.40
오후 6:25:12,1.20,1.26,12.00,0.10,0.10,25.09
오후 6:25:13,1.20,1.17,12.00,0.10,0.10,10.44
오후 6:25:14,1.20,1.15,12.00,0.10,0.10,10.96
오후 6:25:15,1.20,1.24,12.00,0.10,0.10,29.77
오후 6:25:16,1.20,1.32,12.00,0.10,0.10,40.08
오후 6:25:17,1.20,1.21,12.00,0.10,0.10,15.87
오후 6:25:18,1.20,1.14,12.00,0.10,0.10,9.34
오후 6:25:19,1.20,1.17,12.00,0.10,0.10,17.89
오후 6:25:20,1.20,1.25,12.00,0.10,0.10,33.34
오후 6:25:21,1.20,1.24,12.00,0.10,0.10,24.93
오후 6:25:22,1.20,1.16,12.00,0.10,0.10,11.21
오후 6:25:23,1.20,1.14,12.00,0.10,0.10,11.87
오후 6:25:24,1.20,1.23,12.00,0.10,0.10,29.94
오후 6:25:25,1.20,1.31,12.00,0.10,0.10,39.81
오후 6:25:26,1.20,1.20,12.00,0.10,0.10,15.71
오후 6:25:27,1.20,1.14,12.00,0.10,0.10,10.07
오후 6:25:28,1.20,1.16,12.00,0.10,0.10,18.25
오후 6:25:29,1.20,1.25,12.00,0.10,0.10,33.91
오후 6:25:30,1.20,1.23,12.00,0.10,0.10,23.25
오후 6:25:31,1.20,1.15,12.00,0.10,0.10,10.83
오후 6:25:32,1.20,1.14,12.00,0.10,0.10,13.36
오후 6:25:33,1.20,1.23,12.00,0.10,0.10,30.51
오후 6:25:34,1.20,1.28,12.00,0.10,0.10,34.44
오후 6:25:35,1.20,1.18,12.00,0.10,0.10,13.28
오후 6:25:36,1.20,1.14,12.00,0.10,0.10,10.68
오후 6:25:37,1.20,1.18,12.00,0.10,0.10,20.67
오후 6:25:38,1.20,1.26,12.00,0.10,0.10,33.34
오후 6:25:39,1.20,1.21,12.00,0.10,0.10,19.65
오후 6:25:40,1.20,1.15,12.00,0.10,0.10,9.91
오후 6:25:41,1.20,1.15,12.00,0.10,0.10,14.16
오후 6:25:42,1.20,1.24,12.00,0.10,0.10,31.23
오후 6:25:43,1.20,1.26,12.00,0.10,0.10,30.58
오후 6:25:44,1.20,1.18,12.00,0.10,0.10,12.05
오후 6:25:45,1.20,1.14,12.00,0.10,0.10,10.11
오후 6:25:46,1.20,1.19,12.00,0.10,0.10,21.68
오후 6:25:47,1.20,1.27,12.00,0.10,0.10,34.17
오후 6:25:48,1.20,1.21,12.00,0.10,0.10,18.51
오후 6:25:49,1.20,1.15,12.00,0.10,0.10,9.44
오후 6:25:50,1.20,1.15,12.00,0.10,0.10,14.59
오후 6:25:51,1.20,1.25,12.00,0.10,0.10,31.93
오후 6:25:52,1.20,1.26,12.00,0.10,0.10,29.35
오후 6:25:53,1.20,1.17,12.00,0.10,0.10,11.41
오후 6:25:54,1.20,1.14,12.00,0.10,0.10,9.96
오후 6:25:55,1.20,1.22,12.00,0.10,0.10,27.70
오후 6:25:56,1.20,1.30,12.00,0.10,0.10,38.61
오후 6:25:57,1.20,1.21,12.00,0.10,0.10,16.04
오후 6:25:58,1.20,1.14,12.00,0.10,0.10,9.30
오후 6:25:59,1.20,1.16,12.00,0.10,0.10,17.73
오후 6:26:00,1.20,1.25,12.00,0.10,0.10,33.23
오후 6:26:01,1.20,1.24,12.00,0.10,0.10,24.65
오후 6:26:02,1.20,1.16,12.00,0.10,0.10,10.66
오후 6:26:03,1.20,1.14,12.00,0.10,0.10,11.89
오후 6:26:04,1.20,1.23,12.00,0.10,0.10,30.18
오후 6:26:05,1.20,1.31,12.00,0.10,0.10,39.88
오후 6:26:06,1.20,1.21,12.00,0.10,0.10,15.82
오후 6:26:07,1.20,1.14,12.00,0.10,0.10,9.50
오후 6:26:08,1.20,1.16,12.00,0.10,0.10,17.75
오후 6:26:09,1.20,1.25,12.00,0.10,0.10,33.69
오후 6:26:10,1.20,1.23,12.00,0.10,0.10,24.93
오후 6:26:11,1.20,1.16,12.00,0.10,0.10,11.11
오후 6:26:12,1.20,1.14,12.00,0.10,0.10,11.79
오후 6:26:13,1.20,1.23,12.00,0.10,0.10,29.98
오후 6:26:14,1.20,1.31,12.00,0.10,0.10,40.04
오후 6:26:15,1.20,1.20,12.00,0.10,0.10,15.57
오후 6:26:16,1.20,1.14,12.00,0.10,0.10,9.78
오후 6:26:17,1.20,1.16,12.00,0.10,0.10,18.22
오후 6:26:18,1.20,1.25,12.00,0.10,0.10,33.78
오후 6:26:19,1.20,1.23,12.00,0.10,0.10,23.58
오후 6:26:20,1.20,1.15,12.00,0.10,0.10,10.67
오후 6:26:21,1.20,1.14,12.00,0.10,0.10,12.58
오후 6:26:22,1.20,1.23,12.00,0.10,0.10,30.64
오후 6:26:23,1.20,1.31,12.00,0.10,0.10,40.00
오후 6:26:24,1.20,1.20,12.00,0.10,0.10,15.81
오후 6:26:25,1.20,1.14,12.00,0.10,0.10,9.62
오후 6:26:26,1.20,1.16,12.00,0.10,0.10,17.98
오후 6:26:27,1.20,1.25,12.00,0.10,0.10,33.64
오후 6:26:28,1.20,1.23,12.00,0.10,0.10,24.34
오후 6:26:29,1.20,1.15,12.00,0.10,0.10,10.42
오후 6:26:30,1.20,1.14,12.00,0.10,0.10,12.23
오후 6:26:31,1.20,1.23,12.00,0.10,0.10,30.23
오후 6:26:32,1.20,1.31,12.00,0.10,0.10,40.14
오후 6:26:33,1.20,1.21,12.00,0.10,0.10,16.34
오후 6:26:34,1.20,1.14,12.00,0.10,0.10,9.62
오후 6:26:35,1.20,1.16,12.00,0.10,0.10,17.75
오후 6:26:36,1.20,1.25,12.00,0.10,0.10,33.24
오후 6:26:37,1.20,1.23,12.00,0.10,0.10,24.50
오후 6:26:38,1.20,1.15,12.00,0.10,0.10,10.73
오후 6:26:39,1.20,1.14,12.00,0.10,0.10,12.04
오후 6:26:40,1.20,1.23,12.00,0.10,0.10,29.88
오후 6:26:41,1.20,1.31,12.00,0.10,0.10,40.22
오후 6:26:42,1.20,1.21,12.00,0.10,0.10,16.20
오후 6:26:43,1.20,1.14,12.00,0.10,0.10,9.50
오후 6:26:44,1.20,1.16,12.00,0.10,0.10,17.85
오후 6:26:45,1.20,1.25,12.00,0.10,0.10,33.89
오후 6:26:46,1.20,1.23,12.00,0.10,0.10,24.36
오후 6:26:47,1.20,1.15,12.00,0.10,0.10,10.78
오후 6:26:48,1.20,1.14,12.00,0.10,0.10,12.20
오후 6:26:49,1.20,1.23,12.00,0.10,0.10,30.28
오후 6:26:50,1.20,1.31,12.00,0.10,0.10,40.08
오후 6:26:51,1.20,1.20,12.00,0.10,0.10,16.08
오후 6:26:52,1.20,1.14,12.00,0.10,0.10,9.70
오후 6:26:53,1.20,1.16,12.00,0.10,0.10,17.85
오후 6:26:54,1.20,1.25,12.00,0.10,0.10,33.48
오후 6:26:55,1.20,1.23,12.00,0.10,0.10,24.33
오후 6:26:56,1.20,1.15,12.00,0.10,0.10,10.97
