Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 3:13:57,0.60,0.56,4.00,0.30,0.30,22.99
오후 3:13:58,0.60,0.57,4.00,0.30,0.30,23.03
오후 3:13:59,0.60,0.57,4.00,0.30,0.30,22.98
오후 3:14:00,0.60,0.57,4.00,0.30,0.30,23.01
오후 3:14:01,0.60,0.57,4.00,0.30,0.30,22.95
오후 3:14:02,0.60,0.57,4.00,0.30,0.30,23.00
오후 3:14:03,0.60,0.57,4.00,0.30,0.30,23.02
오후 3:14:04,0.60,0.57,4.00,0.30,0.30,23.07
오후 3:14:05,0.60,0.58,4.00,0.30,0.30,22.99
오후 3:14:06,0.60,0.58,4.00,0.30,0.30,23.09
오후 3:14:07,0.60,0.58,4.00,0.30,0.30,22.99
오후 3:14:08,0.60,0.58,4.00,0.30,0.30,23.08
오후 3:14:09,0.60,0.58,4.00,0.30,0.30,23.12
오후 3:14:10,0.60,0.58,4.00,0.30,0.30,23.21
오후 3:14:11,0.60,0.58,4.00,0.30,0.30,23.16
오후 3:14:12,0.60,0.58,4.00,0.30,0.30,23.22
오후 3:14:13,0.60,0.58,4.00,0.30,0.30,23.10
오후 3:14:14,0.60,0.58,4.00,0.30,0.30,23.17
오후 3:14:15,0.60,0.58,4.00,0.30,0.30,23.17
오후 3:14:16,0.60,0.58,4.00,0.30,0.30,23.24
오후 3:14:17,0.60,0.59,4.00,0.30,0.30,23.15
오후 3:14:18,0.60,0.59,4.00,0.30,0.30,23.18
오후 3:14:19,0.60,0.59,4.00,0.30,0.30,23.26
오후 3:14:20,0.60,0.58,4.00,0.30,0.30,23.32
오후 3:14:21,0.60,0.58,4.00,0.30,0.30,23.38
오후 3:14:22,0.60,0.59,4.00,0.30,0.30,23.36
오후 3:14:23,0.60,0.59,4.00,0.30,0.30,23.28
오후 3:14:24,0.60,0.59,4.00,0.30,0.30,23.28
오후 3:14:25,0.60,0.59,4.00,0.30,0.30,23.25
오후 3:14:26,0.60,0.59,4.00,0.30,0.30,23.27
오후 3:14:27,0.60,0.59,4.00,0.30,0.30,23.26
오후 3:14:28,0.60,0.59,4.00,0.30,0.30,23.26
오후 3:14:29,0.60,0.59,4.00,0.30,0.30,23.32
오후 3:14:30,0.60,0.59,4.00,0.30,0.30,23.34
오후 3:14:31,0.60,0.59,4.00,0.30,0.30,23.28
오후 3:14:32,0.60,0.59,4.00,0.30,0.30,23.37
오후 3:14:33,0.60,0.59,4.00,0.30,0.30,23.43
오후 3:14:34,0.60,0.59,4.00,0.30,0.30,23.41
오후 3:14:35,0.60,0.59,4.00,0.30,0.30,23.41
오후 3:14:36,0.60,0.59,4.00,0.30,0.30,23.42
오후 3:14:37,0.60,0.59,4.00,0.30,0.30,23.38
오후 3:14:38,0.60,0.59,4.00,0.30,0.30,23.49
오후 3:14:39,0.60,0.59,4.00,0.30,0.30,23.45
오후 3:14:40,0.60,0.59,4.00,0.30,0.30,23.40
오후 3:14:41,0.60,0.59,4.00,0.30,0.30,23.47
오후 3:14:42,0.60,0.59,4.00,0.30,0.30,23.43
오후 3:14:43,0.60,0.59,4.00,0.30,0.30,23.47
오후 3:14:44,0.60,0.59,4.00,0.30,0.30,23.52
오후 3:14:45,0.60,0.59,4.00,0.30,0.30,23.54
오후 3:14:46,0.60,0.59,4.00,0.30,0.30,23.52
오후 3:14:47,0.60,0.59,4.00,0.30,0.30,23.52
오후 3:14:48,0.60,0.59,4.00,0.30,0.30,23.53
오후 3:14:49,0.60,0.59,4.00,0.30,0.30,23.56
오후 3:14:50,0.60,0.60,4.00,0.30,0.30,23.48
오후 3:14:51,0.60,0.59,4.00,0.30,0.30,23.58
오후 3:14:52,0.60,0.60,4.00,0.30,0.30,23.50
오후 3:14:53,0.60,0.60,4.00,0.30,0.30,23.49
오후 3:14:54,0.60,0.60,4.00,0.30,0.30,23.48
오후 3:14:55,0.60,0.59,4.00,0.30,0.30,23.57
오후 3:14:56,0.60,0.60,4.00,0.30,0.30,23.53
오후 3:14:57,0.60,0.60,4.00,0.30,0.30,23.55
오후 3:14:58,0.60,0.60,4.00,0.30,0.30,23.52
오후 3:14:59,0.60,0.60,4.00,0.30,0.30,23.58
오후 3:15:00,0.60,0.60,4.00,0.30,0.30,23.54
오후 3:15:01,0.60,0.60,4.00,0.30,0.30,23.53
오후 3:15:02,0.60,0.60,4.00,0.30,0.30,23.51
오후 3:15:03,0.60,0.60,4.00,0.30,0.30,23.55
오후 3:15:04,0.60,0.60,4.00,0.30,0.30,23.56
오후 3:15:05,0.60,0.60,4.00,0.30,0.30,23.58
오후 3:15:06,0.60,0.59,4.00,0.30,0.30,23.70
오후 3:15:07,0.60,0.59,4.00,0.30,0.30,23.67
오후 3:15:08,0.60,0.60,4.00,0.30,0.30,23.61
오후 3:15:09,0.60,0.60,4.00,0.30,0.30,23.61
오후 3:15:10,0.60,0.60,4.00,0.30,0.30,23.58
오후 3:15:11,0.60,0.60,4.00,0.30,0.30,23.59
오후 3:15:12,0.60,0.60,4.00,0.30,0.30,23.55
오후 3:15:13,0.60,0.60,4.00,0.30,0.30,23.53
오후 3:15:14,0.60,0.60,4.00,0.30,0.30,23.59
오후 3:15:15,0.60,0.60,4.00,0.30,0.30,23.57
오후 3:15:16,0.60,0.60,4.00,0.30,0.30,23.65
오후 3:15:17,0.60,0.60,4.00,0.30,0.30,23.60
오후 3:15:18,0.60,0.60,4.00,0.30,0.30,23.70
오후 3:15:19,0.60,0.60,4.00,0.30,0.30,23.62
오후 3:15:20,0.60,0.60,4.00,0.30,0.30,23.68
오후 3:15:21,0.60,0.60,4.00,0.30,0.30,23.67
오후 3:15:22,0.60,0.60,4.00,0.30,0.30,23.71
오후 3:15:23,0.60,0.60,4.00,0.30,0.30,23.70
오후 3:15:24,0.60,0.60,4.00,0.30,0.30,23.71
오후 3:15:25,0.60,0.60,4.00,0.30,0.30,23.69
오후 3:15:26,0.60,0.60,4.00,0.30,0.30,23.68
오후 3:15:27,0.60,0.60,4.00,0.30,0.30,23.60
오후 3:15:28,0.60,0.60,4.00,0.30,0.30,23.68
오후 3:15:29,0.60,0.60,4.00,0.30,0.30,23.72
오후 3:15:30,0.60,0.60,4.00,0.30,0.30,23.69
오후 3:15:31,0.60,0.60,4.00,0.30,0.30,23.71
오후 3:15:32,0.60,0.60,4.00,0.30,0.30,23.66
오후 3:15:33,0.60,0.60,4.00,0.30,0.30,23.74
오후 3:15:34,0.60,0.60,4.00,0.30,0.30,23.64
오후 3:15:35,0.60,0.60,4.00,0.30,0.30,23.71
오후 3:15:36,0.60,0.60,4.00,0.30,0.30,23.71
오후 3:15:37,0.60,0.60,4.00,0.30,0.30,23.69
오후 3:15:38,0.60,0.60,4.00,0.30,0.30,23.73
오후 3:15:39,0.60,0.60,4.00,0.30,0.30,23.68
오후 3:15:40,0.60,0.60,4.00,0.30,0.30,23.75
오후 3:15:41,0.60,0.60,4.00,0.30,0.30,23.68
오후 3:15:42,0.60,0.60,4.00,0.30,0.30,23.71
