Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 3:28:15,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 3:27:08,0.00,0.01,4.00,0.10,0.10,0.00
오후 3:27:09,0.00,0.01,4.00,0.10,0.10,0.00
오후 3:27:10,0.00,0.01,4.00,0.10,0.10,0.00
오후 3:27:11,0.60,0.01,4.00,0.10,0.10,26.02
오후 3:27:12,0.60,0.01,4.00,0.10,0.10,29.86
오후 3:27:13,0.60,0.12,4.00,0.10,0.10,23.76
오후 3:27:14,0.60,0.24,4.00,0.10,0.10,21.06
오후 3:27:15,0.60,0.31,4.00,0.10,0.10,23.27
오후 3:27:16,0.60,0.34,4.00,0.10,0.10,25.12
오후 3:27:17,0.60,0.38,4.00,0.10,0.10,24.88
오후 3:27:18,0.60,0.42,4.00,0.10,0.10,24.90
오후 3:27:19,0.60,0.45,4.00,0.10,0.10,24.83
오후 3:27:20,0.60,0.48,4.00,0.10,0.10,24.93
오후 3:27:21,0.60,0.50,4.00,0.10,0.10,25.02
오후 3:27:22,0.60,0.52,4.00,0.10,0.10,25.19
오후 3:27:23,0.60,0.53,4.00,0.10,0.10,25.33
오후 3:27:24,0.60,0.55,4.00,0.10,0.10,25.17
오후 3:27:25,0.60,0.56,4.00,0.10,0.10,25.37
오후 3:27:26,0.60,0.57,4.00,0.10,0.10,25.09
오후 3:27:27,0.60,0.57,4.00,0.10,0.10,25.04
오후 3:27:28,0.60,0.58,4.00,0.10,0.10,25.15
오후 3:27:29,0.60,0.59,4.00,0.10,0.10,24.77
오후 3:27:30,0.60,0.59,4.00,0.10,0.10,24.74
오후 3:27:31,0.60,0.59,4.00,0.10,0.10,25.06
오후 3:27:32,0.60,0.60,4.00,0.10,0.10,24.89
오후 3:27:33,0.60,0.60,4.00,0.10,0.10,24.74
오후 3:27:34,0.60,0.60,4.00,0.10,0.10,24.74
오후 3:27:35,0.60,0.60,4.00,0.10,0.10,24.67
오후 3:27:36,0.60,0.60,4.00,0.10,0.10,24.55
오후 3:27:37,0.60,0.60,4.00,0.10,0.10,24.58
오후 3:27:38,0.60,0.61,4.00,0.10,0.10,24.41
오후 3:27:39,0.60,0.61,4.00,0.10,0.10,24.33
오후 3:27:40,0.60,0.61,4.00,0.10,0.10,24.52
오후 3:27:41,0.60,0.61,4.00,0.10,0.10,24.41
오후 3:27:42,0.60,0.61,4.00,0.10,0.10,24.33
오후 3:27:43,0.60,0.60,4.00,0.10,0.10,24.42
오후 3:27:44,0.60,0.60,4.00,0.10,0.10,24.39
오후 3:27:45,0.60,0.60,4.00,0.10,0.10,24.44
오후 3:27:46,0.60,0.60,4.00,0.10,0.10,24.31
오후 3:27:47,0.60,0.60,4.00,0.10,0.10,24.43
오후 3:27:48,0.60,0.60,4.00,0.10,0.10,24.29
오후 3:27:49,0.60,0.60,4.00,0.10,0.10,24.28
오후 3:27:50,0.60,0.60,4.00,0.10,0.10,24.32
오후 3:27:51,0.60,0.60,4.00,0.10,0.10,24.30
오후 3:27:52,0.60,0.60,4.00,0.10,0.10,24.24
오후 3:27:53,0.60,0.60,4.00,0.10,0.10,24.31
오후 3:27:54,0.60,0.60,4.00,0.10,0.10,24.23
오후 3:27:55,0.60,0.60,4.00,0.10,0.10,24.35
오후 3:27:56,0.60,0.60,4.00,0.10,0.10,24.32
오후 3:27:57,0.60,0.60,4.00,0.10,0.10,24.53
오후 3:27:58,0.60,0.60,4.00,0.10,0.10,24.43
오후 3:27:59,0.60,0.60,4.00,0.10,0.10,24.39
오후 3:28:00,0.60,0.60,4.00,0.10,0.10,24.41
오후 3:28:01,0.60,0.60,4.00,0.10,0.10,24.32
오후 3:28:02,0.60,0.60,4.00,0.10,0.10,24.33
오후 3:28:03,0.60,0.60,4.00,0.10,0.10,24.41
오후 3:28:04,0.60,0.60,4.00,0.10,0.10,24.43
오후 3:28:05,0.60,0.60,4.00,0.10,0.10,24.37
오후 3:28:06,0.60,0.60,4.00,0.10,0.10,24.26
오후 3:28:07,0.60,0.60,4.00,0.10,0.10,24.25
오후 3:28:08,0.60,0.60,4.00,0.10,0.10,24.24
오후 3:28:09,0.60,0.60,4.00,0.10,0.10,24.11
오후 3:28:10,0.60,0.60,4.00,0.10,0.10,24.19
오후 3:28:11,0.60,0.60,4.00,0.10,0.10,24.10
오후 3:28:12,0.60,0.60,4.00,0.10,0.10,24.13
오후 3:28:13,0.60,0.60,4.00,0.10,0.10,24.14
오후 3:28:14,0.60,0.60,4.00,0.10,0.10,24.11
오후 3:28:15,0.60,0.60,4.00,0.10,0.10,24.13
