Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 3:47:26,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 3:45:05,0.00,0.01,8.00,0.20,0.20,0.00
오후 3:45:06,0.60,0.01,8.00,0.20,0.20,50.04
오후 3:45:07,0.60,0.01,8.00,0.20,0.20,53.77
오후 3:45:08,0.60,0.18,8.00,0.20,0.20,19.62
오후 3:45:09,0.60,0.35,8.00,0.20,0.20,8.40
오후 3:45:10,0.60,0.38,8.00,0.20,0.20,26.74
오후 3:45:11,0.60,0.29,8.00,0.20,0.20,53.89
오후 3:45:12,0.60,0.34,8.00,0.20,0.20,30.57
오후 3:45:13,0.60,0.47,8.00,0.20,0.20,10.70
오후 3:45:14,0.60,0.52,8.00,0.20,0.20,18.50
오후 3:45:15,0.60,0.42,8.00,0.20,0.20,49.78
오후 3:45:16,0.60,0.41,8.00,0.20,0.20,39.35
오후 3:45:17,0.60,0.52,8.00,0.20,0.20,12.80
오후 3:45:18,0.60,0.59,8.00,0.20,0.20,13.32
오후 3:45:19,0.60,0.53,8.00,0.20,0.20,38.40
오후 3:45:20,0.60,0.45,8.00,0.20,0.20,45.95
오후 3:45:21,0.60,0.54,8.00,0.20,0.20,18.26
오후 3:45:22,0.60,0.62,8.00,0.20,0.20,10.84
오후 3:45:23,0.60,0.59,8.00,0.20,0.20,29.20
오후 3:45:24,0.60,0.48,8.00,0.20,0.20,52.02
오후 3:45:25,0.60,0.52,8.00,0.20,0.20,26.95
오후 3:45:26,0.60,0.61,8.00,0.20,0.20,11.91
오후 3:45:27,0.60,0.63,8.00,0.20,0.20,21.78
오후 3:45:28,0.60,0.51,8.00,0.20,0.20,49.12
오후 3:45:29,0.60,0.52,8.00,0.20,0.20,33.40
오후 3:45:30,0.60,0.61,8.00,0.20,0.20,13.65
오후 3:45:31,0.60,0.64,8.00,0.20,0.20,18.29
오후 3:45:32,0.60,0.58,8.00,0.20,0.20,38.38
오후 3:45:33,0.60,0.55,8.00,0.20,0.20,35.76
오후 3:45:34,0.60,0.61,8.00,0.20,0.20,17.02
오후 3:45:35,0.60,0.65,8.00,0.20,0.20,17.05
오후 3:45:36,0.60,0.61,8.00,0.20,0.20,32.61
오후 3:45:37,0.60,0.56,8.00,0.20,0.20,36.53
오후 3:45:38,0.60,0.60,8.00,0.20,0.20,21.25
오후 3:45:39,0.60,0.65,8.00,0.20,0.20,16.90
오후 3:45:40,0.60,0.63,8.00,0.20,0.20,26.98
오후 3:45:41,0.60,0.58,8.00,0.20,0.20,34.48
오후 3:45:42,0.60,0.60,8.00,0.20,0.20,24.18
오후 3:45:43,0.60,0.64,8.00,0.20,0.20,17.90
오후 3:45:44,0.60,0.63,8.00,0.20,0.20,24.08
오후 3:45:45,0.60,0.60,8.00,0.20,0.20,31.14
오후 3:45:46,0.60,0.60,8.00,0.20,0.20,26.29
오후 3:45:47,0.60,0.63,8.00,0.20,0.20,19.88
오후 3:45:48,0.60,0.64,8.00,0.20,0.20,21.88
오후 3:45:49,0.60,0.61,8.00,0.20,0.20,28.15
오후 3:45:50,0.60,0.60,8.00,0.20,0.20,28.01
오후 3:45:51,0.60,0.62,8.00,0.20,0.20,21.50
오후 3:45:52,0.60,0.64,8.00,0.20,0.20,19.72
오후 3:45:53,0.60,0.62,8.00,0.20,0.20,25.93
오후 3:45:54,0.60,0.60,8.00,0.20,0.20,28.16
오후 3:45:55,0.60,0.61,8.00,0.20,0.20,22.83
오후 3:45:56,0.60,0.63,8.00,0.20,0.20,20.95
오후 3:45:57,0.60,0.62,8.00,0.20,0.20,24.05
오후 3:45:58,0.60,0.61,8.00,0.20,0.20,26.20
오후 3:45:59,0.60,0.61,8.00,0.20,0.20,24.52
오후 3:46:00,0.60,0.61,8.00,0.20,0.20,22.64
오후 3:46:01,0.60,0.62,8.00,0.20,0.20,21.69
오후 3:46:02,0.60,0.62,8.00,0.20,0.20,23.82
오후 3:46:03,0.60,0.61,8.00,0.20,0.20,25.59
오후 3:46:04,0.60,0.60,8.00,0.20,0.20,24.95
오후 3:46:05,0.60,0.61,8.00,0.20,0.20,22.93
오후 3:46:06,0.60,0.62,8.00,0.20,0.20,21.91
오후 3:46:07,0.60,0.62,8.00,0.20,0.20,22.96
오후 3:46:08,0.60,0.61,8.00,0.20,0.20,24.79
오후 3:46:09,0.60,0.60,8.00,0.20,0.20,25.39
오후 3:46:10,0.60,0.60,8.00,0.20,0.20,23.22
오후 3:46:11,0.60,0.61,8.00,0.20,0.20,21.91
오후 3:46:12,0.60,0.61,8.00,0.20,0.20,22.57
오후 3:46:13,0.60,0.61,8.00,0.20,0.20,24.66
오후 3:46:14,0.60,0.60,8.00,0.20,0.20,25.42
오후 3:46:15,0.60,0.60,8.00,0.20,0.20,22.59
오후 3:46:16,0.60,0.61,8.00,0.20,0.20,22.27
오후 3:46:17,0.60,0.61,8.00,0.20,0.20,23.58
오후 3:46:18,0.60,0.60,8.00,0.20,0.20,24.21
오후 3:46:19,0.60,0.60,8.00,0.20,0.20,24.78
오후 3:46:20,0.60,0.60,8.00,0.20,0.20,24.14
오후 3:46:21,0.60,0.60,8.00,0.20,0.20,23.02
오후 3:46:22,0.60,0.61,8.00,0.20,0.20,22.54
오후 3:46:23,0.60,0.61,8.00,0.20,0.20,22.78
오후 3:46:24,0.60,0.61,8.00,0.20,0.20,23.08
오후 3:46:25,0.60,0.60,8.00,0.20,0.20,23.90
오후 3:46:26,0.60,0.60,8.00,0.20,0.20,24.34
오후 3:46:27,0.60,0.60,8.00,0.20,0.20,24.08
오후 3:46:28,0.60,0.60,8.00,0.20,0.20,23.60
오후 3:46:29,0.60,0.60,8.00,0.20,0.20,23.02
오후 3:46:30,0.60,0.60,8.00,0.20,0.20,23.26
오후 3:46:31,0.60,0.61,8.00,0.20,0.20,22.84
오후 3:46:32,0.60,0.61,8.00,0.20,0.20,22.84
오후 3:46:33,0.60,0.61,8.00,0.20,0.20,23.21
오후 3:46:34,0.60,0.60,8.00,0.20,0.20,23.38
오후 3:46:35,0.60,0.60,8.00,0.20,0.20,24.65
오후 3:46:36,0.60,0.59,8.00,0.20,0.20,24.63
오후 3:46:37,0.60,0.60,8.00,0.20,0.20,22.54
오후 3:46:38,0.60,0.61,8.00,0.20,0.20,22.28
오후 3:46:39,0.60,0.61,8.00,0.20,0.20,22.59
오후 3:46:40,0.60,0.60,8.00,0.20,0.20,24.51
오후 3:46:41,0.60,0.59,8.00,0.20,0.20,24.92
오후 3:46:42,0.60,0.60,8.00,0.20,0.20,22.52
오후 3:46:43,0.60,0.61,8.00,0.20,0.20,21.93
오후 3:46:44,0.60,0.61,8.00,0.20,0.20,22.77
오후 3:46:45,0.60,0.60,8.00,0.20,0.20,24.46
오후 3:46:46,0.60,0.59,8.00,0.20,0.20,25.21
오후 3:46:47,0.60,0.60,8.00,0.20,0.20,22.70
오후 3:46:48,0.60,0.61,8.00,0.20,0.20,21.65
오후 3:46:49,0.60,0.61,8.00,0.20,0.20,22.69
오후 3:46:50,0.60,0.60,8.00,0.20,0.20,23.84
오후 3:46:51,0.60,0.59,8.00,0.20,0.20,25.87
오후 3:46:52,0.60,0.60,8.00,0.20,0.20,22.89
오후 3:46:53,0.60,0.60,8.00,0.20,0.20,21.87
오후 3:46:54,0.60,0.61,8.00,0.20,0.20,22.34
오후 3:46:55,0.60,0.60,8.00,0.20,0.20,23.82
오후 3:46:56,0.60,0.60,8.00,0.20,0.20,24.59
오후 3:46:57,0.60,0.60,8.00,0.20,0.20,23.86
오후 3:46:58,0.60,0.60,8.00,0.20,0.20,23.12
오후 3:46:59,0.60,0.60,8.00,0.20,0.20,22.41
오후 3:47:00,0.60,0.61,8.00,0.20,0.20,22.05
오후 3:47:01,0.60,0.61,8.00,0.20,0.20,22.89
오후 3:47:02,0.60,0.60,8.00,0.20,0.20,23.83
오후 3:47:03,0.60,0.60,8.00,0.20,0.20,24.52
오후 3:47:04,0.60,0.59,8.00,0.20,0.20,23.85
오후 3:47:05,0.60,0.60,8.00,0.20,0.20,22.63
오후 3:47:06,0.60,0.60,8.00,0.20,0.20,22.42
오후 3:47:07,0.60,0.61,8.00,0.20,0.20,22.62
오후 3:47:08,0.60,0.61,8.00,0.20,0.20,22.35
오후 3:47:09,0.60,0.60,8.00,0.20,0.20,23.91
오후 3:47:10,0.60,0.60,8.00,0.20,0.20,24.31
오후 3:47:11,0.60,0.60,8.00,0.20,0.20,23.25
오후 3:47:12,0.60,0.60,8.00,0.20,0.20,22.68
오후 3:47:13,0.60,0.60,8.00,0.20,0.20,22.29
오후 3:47:14,0.60,0.61,8.00,0.20,0.20,22.69
오후 3:47:15,0.60,0.60,8.00,0.20,0.20,22.95
오후 3:47:16,0.60,0.60,8.00,0.20,0.20,23.73
오후 3:47:17,0.60,0.59,8.00,0.20,0.20,24.68
오후 3:47:18,0.60,0.59,8.00,0.20,0.20,23.98
오후 3:47:19,0.60,0.60,8.00,0.20,0.20,22.42
오후 3:47:20,0.60,0.60,8.00,0.20,0.20,23.06
오후 3:47:21,0.60,0.60,8.00,0.20,0.20,22.90
오후 3:47:22,0.60,0.60,8.00,0.20,0.20,22.79
오후 3:47:23,0.60,0.61,8.00,0.20,0.20,22.21
오후 3:47:24,0.60,0.60,8.00,0.20,0.20,23.46
오후 3:47:25,0.60,0.60,8.00,0.20,0.20,23.83
오후 3:47:26,0.60,0.59,8.00,0.20,0.20,24.45
