Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 4:20:32,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 4:19:25,0.00,0.01,8.00,0.20,0.20,0.01
오후 4:19:26,0.60,0.01,8.00,0.20,0.20,50.10
오후 4:19:27,0.60,0.01,8.00,0.20,0.20,53.82
오후 4:19:28,0.60,0.18,8.00,0.20,0.20,27.94
오후 4:19:29,0.60,0.35,8.00,0.20,0.20,16.50
오후 4:19:30,0.60,0.41,8.00,0.20,0.20,22.49
오후 4:19:31,0.60,0.40,8.00,0.20,0.20,32.16
오후 4:19:32,0.60,0.42,8.00,0.20,0.20,28.32
오후 4:19:33,0.60,0.49,8.00,0.20,0.20,20.58
오후 4:19:34,0.60,0.52,8.00,0.20,0.20,20.27
오후 4:19:35,0.60,0.52,8.00,0.20,0.20,25.45
오후 4:19:36,0.60,0.51,8.00,0.20,0.20,26.45
오후 4:19:37,0.60,0.54,8.00,0.20,0.20,22.69
오후 4:19:38,0.60,0.56,8.00,0.20,0.20,21.38
오후 4:19:39,0.60,0.56,8.00,0.20,0.20,22.87
오후 4:19:40,0.60,0.56,8.00,0.20,0.20,23.88
오후 4:19:41,0.60,0.55,8.00,0.20,0.20,25.15
오후 4:19:42,0.60,0.56,8.00,0.20,0.20,23.31
오후 4:19:43,0.60,0.57,8.00,0.20,0.20,23.07
오후 4:19:44,0.60,0.58,8.00,0.20,0.20,22.18
오후 4:19:45,0.60,0.58,8.00,0.20,0.20,22.41
오후 4:19:46,0.60,0.59,8.00,0.20,0.20,22.48
오후 4:19:47,0.60,0.58,8.00,0.20,0.20,24.25
오후 4:19:48,0.60,0.57,8.00,0.20,0.20,24.53
오후 4:19:49,0.60,0.58,8.00,0.20,0.20,23.42
오후 4:19:50,0.60,0.59,8.00,0.20,0.20,22.10
오후 4:19:51,0.60,0.59,8.00,0.20,0.20,22.39
오후 4:19:52,0.60,0.59,8.00,0.20,0.20,23.30
오후 4:19:53,0.60,0.58,8.00,0.20,0.20,24.27
오후 4:19:54,0.60,0.58,8.00,0.20,0.20,24.93
오후 4:19:55,0.60,0.58,8.00,0.20,0.20,23.42
오후 4:19:56,0.60,0.59,8.00,0.20,0.20,22.99
오후 4:19:57,0.60,0.59,8.00,0.20,0.20,23.34
오후 4:19:58,0.60,0.59,8.00,0.20,0.20,23.26
오후 4:19:59,0.60,0.60,8.00,0.20,0.20,22.80
오후 4:20:00,0.60,0.60,8.00,0.20,0.20,23.01
오후 4:20:01,0.60,0.60,8.00,0.20,0.20,22.85
오후 4:20:02,0.60,0.60,8.00,0.20,0.20,22.93
오후 4:20:03,0.60,0.60,8.00,0.20,0.20,22.69
오후 4:20:04,0.60,0.60,8.00,0.20,0.20,23.53
오후 4:20:05,0.60,0.59,8.00,0.20,0.20,24.26
오후 4:20:06,0.60,0.58,8.00,0.20,0.20,25.14
오후 4:20:07,0.60,0.59,8.00,0.20,0.20,23.60
오후 4:20:08,0.60,0.59,8.00,0.20,0.20,23.22
오후 4:20:09,0.60,0.60,8.00,0.20,0.20,23.18
오후 4:20:10,0.60,0.60,8.00,0.20,0.20,22.73
오후 4:20:11,0.60,0.60,8.00,0.20,0.20,22.88
오후 4:20:12,0.60,0.60,8.00,0.20,0.20,22.61
오후 4:20:13,0.60,0.60,8.00,0.20,0.20,22.85
오후 4:20:14,0.60,0.61,8.00,0.20,0.20,22.66
오후 4:20:15,0.60,0.60,8.00,0.20,0.20,23.55
오후 4:20:16,0.60,0.59,8.00,0.20,0.20,24.43
오후 4:20:17,0.60,0.59,8.00,0.20,0.20,24.83
오후 4:20:18,0.60,0.59,8.00,0.20,0.20,23.41
오후 4:20:19,0.60,0.60,8.00,0.20,0.20,23.41
오후 4:20:20,0.60,0.60,8.00,0.20,0.20,22.87
오후 4:20:21,0.60,0.60,8.00,0.20,0.20,23.07
오후 4:20:22,0.60,0.60,8.00,0.20,0.20,22.77
오후 4:20:23,0.60,0.61,8.00,0.20,0.20,22.77
오후 4:20:24,0.60,0.61,8.00,0.20,0.20,22.30
오후 4:20:25,0.60,0.61,8.00,0.20,0.20,22.86
오후 4:20:26,0.60,0.60,8.00,0.20,0.20,23.00
오후 4:20:27,0.60,0.60,8.00,0.20,0.20,24.11
오후 4:20:28,0.60,0.59,8.00,0.20,0.20,24.19
오후 4:20:29,0.60,0.59,8.00,0.20,0.20,23.65
오후 4:20:30,0.60,0.60,8.00,0.20,0.20,22.75
오후 4:20:31,0.60,0.60,8.00,0.20,0.20,22.78
오후 4:20:32,0.60,0.61,8.00,0.20,0.20,22.33
