Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 4:09:45,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 4:08:13,0.00,0.01,12.00,0.30,0.30,0.00
오후 4:08:14,0.60,0.01,12.00,0.30,0.30,73.89
오후 4:08:15,0.60,0.01,12.00,0.30,0.30,77.96
오후 4:08:16,0.60,0.19,12.00,0.30,0.30,47.61
오후 4:08:17,0.60,0.36,12.00,0.30,0.30,29.21
오후 4:08:18,0.60,0.47,12.00,0.30,0.30,20.87
오후 4:08:19,0.60,0.52,12.00,0.30,0.30,21.77
오후 4:08:20,0.60,0.51,12.00,0.30,0.30,26.60
오후 4:08:21,0.60,0.51,12.00,0.30,0.30,27.58
오후 4:08:22,0.60,0.53,12.00,0.30,0.30,23.34
오후 4:08:23,0.60,0.56,12.00,0.30,0.30,19.72
오후 4:08:24,0.60,0.56,12.00,0.30,0.30,21.11
오후 4:08:25,0.60,0.55,12.00,0.30,0.30,24.60
오후 4:08:26,0.60,0.54,12.00,0.30,0.30,26.42
오후 4:08:27,0.60,0.55,12.00,0.30,0.30,22.59
오후 4:08:28,0.60,0.57,12.00,0.30,0.30,20.66
오후 4:08:29,0.60,0.57,12.00,0.30,0.30,21.32
오후 4:08:30,0.60,0.57,12.00,0.30,0.30,23.39
오후 4:08:31,0.60,0.55,12.00,0.30,0.30,25.62
오후 4:08:32,0.60,0.56,12.00,0.30,0.30,24.02
오후 4:08:33,0.60,0.57,12.00,0.30,0.30,21.74
오후 4:08:34,0.60,0.59,12.00,0.30,0.30,20.58
오후 4:08:35,0.60,0.58,12.00,0.30,0.30,22.27
오후 4:08:36,0.60,0.57,12.00,0.30,0.30,24.14
오후 4:08:37,0.60,0.56,12.00,0.30,0.30,25.29
오후 4:08:38,0.60,0.57,12.00,0.30,0.30,23.29
오후 4:08:39,0.60,0.58,12.00,0.30,0.30,21.70
오후 4:08:40,0.60,0.59,12.00,0.30,0.30,20.93
오후 4:08:41,0.60,0.59,12.00,0.30,0.30,23.00
오후 4:08:42,0.60,0.58,12.00,0.30,0.30,24.16
오후 4:08:43,0.60,0.57,12.00,0.30,0.30,24.83
오후 4:08:44,0.60,0.58,12.00,0.30,0.30,23.95
오후 4:08:45,0.60,0.58,12.00,0.30,0.30,22.68
오후 4:08:46,0.60,0.59,12.00,0.30,0.30,22.46
오후 4:08:47,0.60,0.59,12.00,0.30,0.30,21.84
오후 4:08:48,0.60,0.59,12.00,0.30,0.30,22.51
오후 4:08:49,0.60,0.59,12.00,0.30,0.30,23.77
오후 4:08:50,0.60,0.58,12.00,0.30,0.30,24.29
오후 4:08:51,0.60,0.58,12.00,0.30,0.30,24.16
오후 4:08:52,0.60,0.58,12.00,0.30,0.30,23.52
오후 4:08:53,0.60,0.59,12.00,0.30,0.30,22.69
오후 4:08:54,0.60,0.59,12.00,0.30,0.30,22.75
오후 4:08:55,0.60,0.60,12.00,0.30,0.30,22.59
오후 4:08:56,0.60,0.60,12.00,0.30,0.30,22.46
오후 4:08:57,0.60,0.60,12.00,0.30,0.30,22.14
