Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 3:38:03,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 3:37:15,0.00,0.01,8.00,0.10,0.10,0.03
오후 3:37:16,0.60,0.01,8.00,0.10,0.10,52.03
오후 3:37:17,0.60,0.01,8.00,0.10,0.10,59.46
오후 3:37:18,0.60,0.18,8.00,0.10,0.10,44.78
오후 3:37:19,0.60,0.35,8.00,0.10,0.10,35.55
오후 3:37:20,0.60,0.46,8.00,0.10,0.10,31.92
오후 3:37:21,0.60,0.52,8.00,0.10,0.10,30.95
오후 3:37:22,0.60,0.56,8.00,0.10,0.10,29.63
오후 3:37:23,0.60,0.59,8.00,0.10,0.10,28.29
오후 3:37:24,0.60,0.61,8.00,0.10,0.10,26.62
오후 3:37:25,0.60,0.63,8.00,0.10,0.10,25.86
오후 3:37:26,0.60,0.63,8.00,0.10,0.10,25.51
오후 3:37:27,0.60,0.63,8.00,0.10,0.10,24.86
오후 3:37:28,0.60,0.63,8.00,0.10,0.10,24.52
오후 3:37:29,0.60,0.63,8.00,0.10,0.10,24.39
오후 3:37:30,0.60,0.63,8.00,0.10,0.10,24.34
오후 3:37:31,0.60,0.62,8.00,0.10,0.10,24.73
오후 3:37:32,0.60,0.62,8.00,0.10,0.10,24.72
오후 3:37:33,0.60,0.61,8.00,0.10,0.10,24.66
오후 3:37:34,0.60,0.62,8.00,0.10,0.10,23.93
오후 3:37:35,0.60,0.62,8.00,0.10,0.10,24.09
오후 3:37:36,0.60,0.62,8.00,0.10,0.10,23.50
오후 3:37:37,0.60,0.62,8.00,0.10,0.10,23.65
오후 3:37:38,0.60,0.62,8.00,0.10,0.10,23.23
오후 3:37:39,0.60,0.61,8.00,0.10,0.10,23.39
오후 3:37:40,0.60,0.61,8.00,0.10,0.10,23.82
오후 3:37:41,0.60,0.60,8.00,0.10,0.10,24.45
오후 3:37:42,0.60,0.60,8.00,0.10,0.10,24.22
오후 3:37:43,0.60,0.60,8.00,0.10,0.10,23.95
오후 3:37:44,0.60,0.60,8.00,0.10,0.10,23.83
오후 3:37:45,0.60,0.61,8.00,0.10,0.10,23.41
오후 3:37:46,0.60,0.61,8.00,0.10,0.10,23.56
오후 3:37:47,0.60,0.61,8.00,0.10,0.10,23.21
오후 3:37:48,0.60,0.60,8.00,0.10,0.10,23.65
오후 3:37:49,0.60,0.60,8.00,0.10,0.10,23.95
오후 3:37:50,0.60,0.60,8.00,0.10,0.10,24.25
오후 3:37:51,0.60,0.60,8.00,0.10,0.10,24.13
오후 3:37:52,0.60,0.60,8.00,0.10,0.10,24.22
오후 3:37:53,0.60,0.60,8.00,0.10,0.10,24.20
오후 3:37:54,0.60,0.60,8.00,0.10,0.10,24.37
오후 3:37:55,0.60,0.60,8.00,0.10,0.10,23.77
오후 3:37:56,0.60,0.60,8.00,0.10,0.10,24.10
오후 3:37:57,0.60,0.60,8.00,0.10,0.10,23.98
오후 3:37:58,0.60,0.60,8.00,0.10,0.10,24.10
오후 3:37:59,0.60,0.60,8.00,0.10,0.10,23.91
오후 3:38:00,0.60,0.60,8.00,0.10,0.10,24.38
오후 3:38:01,0.60,0.60,8.00,0.10,0.10,24.41
오후 3:38:02,0.60,0.60,8.00,0.10,0.10,24.27
