Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 3:39:57,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 3:39:09,0.00,0.01,8.00,0.10,0.10,0.03
오후 3:39:10,0.60,0.01,8.00,0.10,0.10,51.87
오후 3:39:11,0.60,0.01,8.00,0.10,0.10,59.60
오후 3:39:12,0.60,0.18,8.00,0.10,0.10,36.40
오후 3:39:13,0.60,0.35,8.00,0.10,0.10,27.35
오후 3:39:14,0.60,0.44,8.00,0.10,0.10,30.79
오후 3:39:15,0.60,0.48,8.00,0.10,0.10,34.15
오후 3:39:16,0.60,0.52,8.00,0.10,0.10,31.73
오후 3:39:17,0.60,0.57,8.00,0.10,0.10,28.52
오후 3:39:18,0.60,0.60,8.00,0.10,0.10,27.40
오후 3:39:19,0.60,0.62,8.00,0.10,0.10,27.61
오후 3:39:20,0.60,0.63,8.00,0.10,0.10,27.09
오후 3:39:21,0.60,0.63,8.00,0.10,0.10,26.43
오후 3:39:22,0.60,0.63,8.00,0.10,0.10,26.41
오후 3:39:23,0.60,0.64,8.00,0.10,0.10,25.87
오후 3:39:24,0.60,0.64,8.00,0.10,0.10,25.54
오후 3:39:25,0.60,0.63,8.00,0.10,0.10,25.22
오후 3:39:26,0.60,0.64,8.00,0.10,0.10,24.46
오후 3:39:27,0.60,0.63,8.00,0.10,0.10,24.37
오후 3:39:28,0.60,0.63,8.00,0.10,0.10,24.59
오후 3:39:29,0.60,0.63,8.00,0.10,0.10,24.37
오후 3:39:30,0.60,0.62,8.00,0.10,0.10,24.85
오후 3:39:31,0.60,0.62,8.00,0.10,0.10,24.49
오후 3:39:32,0.60,0.61,8.00,0.10,0.10,24.48
오후 3:39:33,0.60,0.62,8.00,0.10,0.10,23.66
오후 3:39:34,0.60,0.62,8.00,0.10,0.10,23.77
오후 3:39:35,0.60,0.62,8.00,0.10,0.10,23.41
오후 3:39:36,0.60,0.62,8.00,0.10,0.10,23.34
오후 3:39:37,0.60,0.61,8.00,0.10,0.10,23.29
오후 3:39:38,0.60,0.61,8.00,0.10,0.10,23.57
오후 3:39:39,0.60,0.60,8.00,0.10,0.10,24.46
오후 3:39:40,0.60,0.60,8.00,0.10,0.10,24.40
오후 3:39:41,0.60,0.60,8.00,0.10,0.10,23.56
오후 3:39:42,0.60,0.61,8.00,0.10,0.10,22.86
오후 3:39:43,0.60,0.61,8.00,0.10,0.10,22.46
오후 3:39:44,0.60,0.61,8.00,0.10,0.10,23.18
오후 3:39:45,0.60,0.60,8.00,0.10,0.10,23.81
오후 3:39:46,0.60,0.60,8.00,0.10,0.10,24.30
오후 3:39:47,0.60,0.60,8.00,0.10,0.10,24.25
오후 3:39:48,0.60,0.60,8.00,0.10,0.10,23.75
오후 3:39:49,0.60,0.60,8.00,0.10,0.10,23.79
오후 3:39:50,0.60,0.60,8.00,0.10,0.10,23.94
오후 3:39:51,0.60,0.60,8.00,0.10,0.10,23.58
오후 3:39:52,0.60,0.60,8.00,0.10,0.10,24.04
오후 3:39:53,0.60,0.60,8.00,0.10,0.10,23.95
오후 3:39:54,0.60,0.60,8.00,0.10,0.10,24.07
오후 3:39:55,0.60,0.60,8.00,0.10,0.10,23.64
오후 3:39:56,0.60,0.60,8.00,0.10,0.10,23.79
오후 3:39:57,0.60,0.60,8.00,0.10,0.10,23.92
