Pressure PID Control Exp.,,,,,,
Experimental Data,Date : 2018-04-18,,,,,
오후 3:49:15,,,,,,
실험시간,설정압력,현재압력,비례 (P),적분 (I),미분 (D),제어출력[%]
오후 3:47:58,0.00,0.01,8.00,0.30,0.30,0.00
오후 3:47:59,0.60,0.01,8.00,0.30,0.30,49.30
오후 3:48:00,0.60,0.01,8.00,0.30,0.30,51.86
오후 3:48:01,0.60,0.18,8.00,0.30,0.30,32.53
오후 3:48:02,0.60,0.35,8.00,0.30,0.30,20.73
오후 3:48:03,0.60,0.42,8.00,0.30,0.30,19.93
오후 3:48:04,0.60,0.44,8.00,0.30,0.30,22.49
오후 3:48:05,0.60,0.45,8.00,0.30,0.30,22.86
오후 3:48:06,0.60,0.46,8.00,0.30,0.30,21.96
오후 3:48:07,0.60,0.48,8.00,0.30,0.30,21.09
오후 3:48:08,0.60,0.49,8.00,0.30,0.30,20.42
오후 3:48:09,0.60,0.51,8.00,0.30,0.30,20.20
오후 3:48:10,0.60,0.51,8.00,0.30,0.30,21.09
오후 3:48:11,0.60,0.51,8.00,0.30,0.30,21.61
오후 3:48:12,0.60,0.50,8.00,0.30,0.30,22.76
오후 3:48:13,0.60,0.50,8.00,0.30,0.30,22.27
오후 3:48:14,0.60,0.51,8.00,0.30,0.30,21.57
오후 3:48:15,0.60,0.52,8.00,0.30,0.30,21.39
오후 3:48:16,0.60,0.53,8.00,0.30,0.30,21.15
오후 3:48:17,0.60,0.54,8.00,0.30,0.30,20.93
오후 3:48:18,0.60,0.54,8.00,0.30,0.30,20.94
오후 3:48:19,0.60,0.55,8.00,0.30,0.30,20.76
오후 3:48:20,0.60,0.55,8.00,0.30,0.30,21.48
오후 3:48:21,0.60,0.54,8.00,0.30,0.30,22.11
오후 3:48:22,0.60,0.54,8.00,0.30,0.30,22.87
오후 3:48:23,0.60,0.54,8.00,0.30,0.30,23.03
오후 3:48:24,0.60,0.54,8.00,0.30,0.30,22.41
오후 3:48:25,0.60,0.55,8.00,0.30,0.30,22.29
오후 3:48:26,0.60,0.55,8.00,0.30,0.30,22.22
오후 3:48:27,0.60,0.56,8.00,0.30,0.30,22.15
오후 3:48:28,0.60,0.56,8.00,0.30,0.30,22.29
오후 3:48:29,0.60,0.56,8.00,0.30,0.30,22.08
오후 3:48:30,0.60,0.56,8.00,0.30,0.30,22.21
오후 3:48:31,0.60,0.56,8.00,0.30,0.30,22.27
오후 3:48:32,0.60,0.56,8.00,0.30,0.30,22.67
오후 3:48:33,0.60,0.56,8.00,0.30,0.30,23.15
오후 3:48:34,0.60,0.56,8.00,0.30,0.30,23.54
오후 3:48:35,0.60,0.56,8.00,0.30,0.30,23.34
오후 3:48:36,0.60,0.56,8.00,0.30,0.30,22.88
오후 3:48:37,0.60,0.57,8.00,0.30,0.30,23.03
오후 3:48:38,0.60,0.57,8.00,0.30,0.30,22.88
오후 3:48:39,0.60,0.57,8.00,0.30,0.30,22.88
오후 3:48:40,0.60,0.57,8.00,0.30,0.30,23.06
오후 3:48:41,0.60,0.57,8.00,0.30,0.30,23.01
오후 3:48:42,0.60,0.58,8.00,0.30,0.30,22.97
오후 3:48:43,0.60,0.58,8.00,0.30,0.30,23.01
오후 3:48:44,0.60,0.57,8.00,0.30,0.30,23.77
오후 3:48:45,0.60,0.57,8.00,0.30,0.30,23.72
오후 3:48:46,0.60,0.57,8.00,0.30,0.30,23.85
오후 3:48:47,0.60,0.58,8.00,0.30,0.30,23.24
오후 3:48:48,0.60,0.58,8.00,0.30,0.30,23.29
오후 3:48:49,0.60,0.58,8.00,0.30,0.30,23.16
오후 3:48:50,0.60,0.58,8.00,0.30,0.30,23.28
오후 3:48:51,0.60,0.58,8.00,0.30,0.30,23.18
오후 3:48:52,0.60,0.59,8.00,0.30,0.30,22.90
오후 3:48:53,0.60,0.59,8.00,0.30,0.30,23.42
오후 3:48:54,0.60,0.59,8.00,0.30,0.30,23.33
오후 3:48:55,0.60,0.58,8.00,0.30,0.30,24.01
오후 3:48:56,0.60,0.58,8.00,0.30,0.30,23.91
오후 3:48:57,0.60,0.58,8.00,0.30,0.30,23.45
오후 3:48:58,0.60,0.59,8.00,0.30,0.30,23.35
오후 3:48:59,0.60,0.59,8.00,0.30,0.30,23.26
오후 3:49:00,0.60,0.59,8.00,0.30,0.30,23.02
오후 3:49:01,0.60,0.59,8.00,0.30,0.30,23.13
오후 3:49:02,0.60,0.60,8.00,0.30,0.30,22.94
오후 3:49:03,0.60,0.60,8.00,0.30,0.30,22.99
오후 3:49:04,0.60,0.59,8.00,0.30,0.30,23.17
오후 3:49:05,0.60,0.59,8.00,0.30,0.30,23.68
오후 3:49:06,0.60,0.59,8.00,0.30,0.30,23.75
오후 3:49:07,0.60,0.59,8.00,0.30,0.30,24.07
오후 3:49:08,0.60,0.59,8.00,0.30,0.30,23.34
오후 3:49:09,0.60,0.59,8.00,0.30,0.30,23.36
오후 3:49:10,0.60,0.59,8.00,0.30,0.30,23.51
오후 3:49:11,0.60,0.59,8.00,0.30,0.30,23.30
오후 3:49:12,0.60,0.60,8.00,0.30,0.30,23.26
오후 3:49:13,0.60,0.60,8.00,0.30,0.30,22.92
오후 3:49:14,0.60,0.60,8.00,0.30,0.30,23.32
오후 3:49:15,0.60,0.60,8.00,0.30,0.30,22.87
